Headline 1,Headline 2
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.","Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software."
"Council approves an $11,424 one-year contract for Law Department software support.","City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600."
"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades","Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs"
"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works.","Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600.","Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
"Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs","Council approves $125,000 transfer for new recycling vehicles through state grant"
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.","Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025."
"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600.","City Council approves $17,204 to renew flood control authority membership."
"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025","Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs"
Council approves agreement with Pittsburgh Downtown Partnership to improve Market Square at no cost to the City.,"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
City Council authorizes a no-cost agreement with the Pittsburgh Downtown Partnership for Market Square improvements.,"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600."
"Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs",Council approves agreement with Pittsburgh Downtown Partnership to improve and maintain Market Square at no cost to the City
Council approves post-agenda meetings to discuss Oakland Business Improvement District and Affordable Housing Bond.,"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600.",City Council calls for future discussions on the Oakland Business Improvement District and the affordable housing bond.
"Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs",Council approves post-agenda meetings on Oakland BID and Affordable Housing Bond
"City Council approves accepting $316,367 settlement for damaged Finland Street Pedestrian Bridge.","Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600.","Council committee recommends accepting $316,367 settlement for Finland Street Pedestrian Bridge."
"City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation","Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs"
Council approves three-year agreement with USI Insurance Services to broker city insurance policies at no direct cost.,"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
Council recommends switching to USI Insurance Services as the city's new insurance broker.,"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600."
"Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs",City Council approves no-cost agreement with USI Insurance Services for three-year insurance brokerage contract
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.",Council approves over $1 million in additional federal funding for Liberty Avenue road project.
Council committee recommends adding $1.06 million in federal funds for a Liberty Avenue project.,"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600."
Council approves $1.06 million increase for Liberty Avenue project with new federal funding,"Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs"
"Council holds resolution to sell city-owned property on Itin Street for $3,755 until April.","Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600.",City Council delays a decision on the sale of a 23rd Ward property for green space and parking.
"Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs",Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review
"Council approves $32,750 contract for company to create police recruitment videos using grant money.","Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600.","A City Council committee recommends spending $32,750 in grant money on new police recruitment videos."
"Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs","Council approves $32,750 contract with Kicker, Inc. for police recruitment video production"
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.","Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project."
"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600.","City accepts a reduced $250,000 state grant for the Smallman Street project."
"Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs",Council approves amended grant and funding for Smallman Street Complete Street Project
Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.,"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600.",City recommends a $5.4 million funding increase for the Liberty Avenue safety project.
"Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs",Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program
"Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA.","Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600.","Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project."
"Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs",Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.",Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.
Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.,"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600."
"Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs",Council amends and holds zoning map changes for public hearing in Bakery Square area
Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.,"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600."
Council holds vote on Downing Street steps agreement for six weeks.,"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600."
"Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs",Council holds resolution on cooperation agreement for Downing Street steps for six weeks
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.","Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase."
"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600.","Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety."
"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety","Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs"
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.","Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000."
"Council recommends an additional $382,000 for the Haverhill road and stormwater project.","City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600."
"Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs","Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77"
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.",Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.
"City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600.",City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.
"Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs",Council approves agreement with PennDOT to share in-kind services at no cost to city
"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending.","Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500.","Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project."
"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending","Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500"
"Council refers resolution to increase Fort Pitt Park design contract by $115,170 to committee.","Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500.","Additional $115,170 proposed for Fort Pitt Park improvement designs."
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500","City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR"
"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.","Council moves $33,292 from salaries to employee benefits for tuition reimbursement program."
Council introduces a resolution to transfer salary funds for staff tuition reimbursement.,"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500","Council approves $33,292 budget transfer for tuition reimbursement in City Council districts"
City accepts $500 donation from Pittsburgh Cultural Trust to buy smoke detectors for residents.,"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
City accepts a $500 donation from the Pittsburgh Cultural Trust to purchase smoke detectors for residents.,"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500",City receives $500 donation from Pittsburgh Cultural Trust for smoke detectors
"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.",Council approves 56 additional professional services contracts for city departments worth up to $1.5 million each annually.
City Council authorizes 56 additional contracts for on-call professional services.,"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500",Council approves 56 additional open-end professional services agreements with vendors
"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.","Council approves $13,500 purchase of diagnostic tool to repair city vehicles."
"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.","Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500","Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs"
"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.","Council approves $35,025 for portable restroom rentals and servicing in city parks."
"City Council approves $35,025 for portable restrooms in city parks.","Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500","Council approves $35,025 payment to United Rentals for portable restrooms in city parks"
"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.","Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
"Council approves an $11,424 one-year contract for Law Department software support.","Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500","Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades"
"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works.","Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500.","Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500","Council approves $125,000 transfer for new recycling vehicles through state grant"
"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.","Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025."
"City Council approves $17,204 to renew flood control authority membership.","Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025","Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500"
Council approves agreement with Pittsburgh Downtown Partnership to improve Market Square at no cost to the City.,"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
City Council authorizes a no-cost agreement with the Pittsburgh Downtown Partnership for Market Square improvements.,"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500",Council approves agreement with Pittsburgh Downtown Partnership to improve and maintain Market Square at no cost to the City
Council approves post-agenda meetings to discuss Oakland Business Improvement District and Affordable Housing Bond.,"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
City Council calls for future discussions on the Oakland Business Improvement District and the affordable housing bond.,"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
Council approves post-agenda meetings on Oakland BID and Affordable Housing Bond,"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500"
"City Council approves accepting $316,367 settlement for damaged Finland Street Pedestrian Bridge.","Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500.","Council committee recommends accepting $316,367 settlement for Finland Street Pedestrian Bridge."
"City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation","Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500"
Council approves three-year agreement with USI Insurance Services to broker city insurance policies at no direct cost.,"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500.",Council recommends switching to USI Insurance Services as the city's new insurance broker.
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500",City Council approves no-cost agreement with USI Insurance Services for three-year insurance brokerage contract
"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.",Council approves over $1 million in additional federal funding for Liberty Avenue road project.
Council committee recommends adding $1.06 million in federal funds for a Liberty Avenue project.,"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
Council approves $1.06 million increase for Liberty Avenue project with new federal funding,"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500"
"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.","Council holds resolution to sell city-owned property on Itin Street for $3,755 until April."
City Council delays a decision on the sale of a 23rd Ward property for green space and parking.,"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500",Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review
"Council approves $32,750 contract for company to create police recruitment videos using grant money.","Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
"A City Council committee recommends spending $32,750 in grant money on new police recruitment videos.","Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
"Council approves $32,750 contract with Kicker, Inc. for police recruitment video production","Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500"
"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.","Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project."
"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500.","City accepts a reduced $250,000 state grant for the Smallman Street project."
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500",Council approves amended grant and funding for Smallman Street Complete Street Project
Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.,"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
City recommends a $5.4 million funding increase for the Liberty Avenue safety project.,"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500",Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program
"Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA.","Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
"Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project.","Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500",Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project
Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.,"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.,"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500",Council amends and holds zoning map changes for public hearing in Bakery Square area
Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.,"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500.",Council holds vote on Downing Street steps agreement for six weeks.
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500",Council holds resolution on cooperation agreement for Downing Street steps for six weeks
"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase.","Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500."
"Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety.","Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500","Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety"
"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.","Council approves increased funding for Haverhill Project, raising city's reimbursement to Pittsburgh Water to nearly $993,000."
"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500.","Council recommends an additional $382,000 for the Haverhill road and stormwater project."
"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500","Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77"
"Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.",Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.
City Council recommends an agreement for the City and PennDOT to share equipment and maintenance services.,"Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500."
Council approves agreement with PennDOT to share in-kind services at no cost to city,"Council approves sale of land on North Aiken Avenue to Pittsburgh Land Bank for $48,500"
"Council refers resolution to increase Fort Pitt Park design contract by $115,170 to committee.","Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending."
"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.","Additional $115,170 proposed for Fort Pitt Park improvement designs."
"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR","Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending"
"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending.","Council moves $33,292 from salaries to employee benefits for tuition reimbursement program."
Council introduces a resolution to transfer salary funds for staff tuition reimbursement.,"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project."
"Council approves $33,292 budget transfer for tuition reimbursement in City Council districts","Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending"
City accepts $500 donation from Pittsburgh Cultural Trust to buy smoke detectors for residents.,"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending."
"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.",City accepts a $500 donation from the Pittsburgh Cultural Trust to purchase smoke detectors for residents.
City receives $500 donation from Pittsburgh Cultural Trust for smoke detectors,"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending"
"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending.",Council approves 56 additional professional services contracts for city departments worth up to $1.5 million each annually.
"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.",City Council authorizes 56 additional contracts for on-call professional services.
Council approves 56 additional open-end professional services agreements with vendors,"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending"
"Council approves $13,500 purchase of diagnostic tool to repair city vehicles.","Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending."
"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.","Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project."
"Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs","Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending"
"Council approves $35,025 for portable restroom rentals and servicing in city parks.","Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending."
"City Council approves $35,025 for portable restrooms in city parks.","Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project."
"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending","Council approves $35,025 payment to United Rentals for portable restrooms in city parks"
"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending.","Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software."
"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.","Council approves an $11,424 one-year contract for Law Department software support."
"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending","Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades"
"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending.","Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works."
"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.","Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
"Council approves $125,000 transfer for new recycling vehicles through state grant","Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending"
"Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025.","Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending."
"City Council approves $17,204 to renew flood control authority membership.","Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project."
"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025","Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending"
"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending.",Council approves agreement with Pittsburgh Downtown Partnership to improve Market Square at no cost to the City.
City Council authorizes a no-cost agreement with the Pittsburgh Downtown Partnership for Market Square improvements.,"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project."
"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending",Council approves agreement with Pittsburgh Downtown Partnership to improve and maintain Market Square at no cost to the City
Council approves post-agenda meetings to discuss Oakland Business Improvement District and Affordable Housing Bond.,"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending."
City Council calls for future discussions on the Oakland Business Improvement District and the affordable housing bond.,"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project."
"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending",Council approves post-agenda meetings on Oakland BID and Affordable Housing Bond
"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending.","City Council approves accepting $316,367 settlement for damaged Finland Street Pedestrian Bridge."
"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.","Council committee recommends accepting $316,367 settlement for Finland Street Pedestrian Bridge."
"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending","City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation"
"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending.",Council approves three-year agreement with USI Insurance Services to broker city insurance policies at no direct cost.
"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.",Council recommends switching to USI Insurance Services as the city's new insurance broker.
"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending",City Council approves no-cost agreement with USI Insurance Services for three-year insurance brokerage contract
Council approves over $1 million in additional federal funding for Liberty Avenue road project.,"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending."
Council committee recommends adding $1.06 million in federal funds for a Liberty Avenue project.,"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project."
"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending",Council approves $1.06 million increase for Liberty Avenue project with new federal funding
"Council holds resolution to sell city-owned property on Itin Street for $3,755 until April.","Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending."
City Council delays a decision on the sale of a 23rd Ward property for green space and parking.,"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project."
Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review,"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending"
"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending.","Council approves $32,750 contract for company to create police recruitment videos using grant money."
"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.","A City Council committee recommends spending $32,750 in grant money on new police recruitment videos."
"Council approves $32,750 contract with Kicker, Inc. for police recruitment video production","Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending"
"Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project.","Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending."
"City accepts a reduced $250,000 state grant for the Smallman Street project.","Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project."
Council approves amended grant and funding for Smallman Street Complete Street Project,"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending"
"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending.",Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.
"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.",City recommends a $5.4 million funding increase for the Liberty Avenue safety project.
"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending",Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program
"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending.","Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA."
"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.","Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project."
Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge project,"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending"
"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending.",Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.
"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.",Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.
Council amends and holds zoning map changes for public hearing in Bakery Square area,"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending"
Council holds resolution for Pittsburgh Regional Transit agreement on new Downing Street steps for six weeks.,"Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending."
Council holds vote on Downing Street steps agreement for six weeks.,"Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project."
"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending",Council holds resolution on cooperation agreement for Downing Street steps for six weeks
"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase.","Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending."
"Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety.","Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project."
"Council approves reducing Penn Avenue Lighting grant to $450,000 and authorizes related spending","Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety"
