"DataPoint_ID","Task_Group_ID","Task_Type","Question","Headline 1","Headline 2","Annotator1_ID","Annotator1_Response","Annotator1_Timestamp"
"01983838-79f0-702c-abf8-ff60585f0c89","6cb2df90-285a-5ffb-88cd-9d6d577848a4","multiple_choice","Which headline do you have a stronger opinion about?","Council refers resolution to increase Fort Pitt Park design contract by $115,170 to committee.","Council approves over $1 million in additional federal funding for Liberty Avenue road project.","6317b2e30b6fe8db49b80916","Headline 2","2025-07-23T17:14:50.789Z"
"01983838-6568-76c8-8a8d-5b42f5b849ed","6cb2df90-285a-5ffb-88cd-9d6d577848a4","multiple_choice","Which headline do you have a stronger opinion about?","Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.","Council approves over $1 million in additional federal funding for Liberty Avenue road project.","6317b2e30b6fe8db49b80916","Headline 2","2025-07-23T17:14:50.789Z"
"01983838-c7d0-73c9-9f88-af74c7e660f6","6cb2df90-285a-5ffb-88cd-9d6d577848a4","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves accepting $316,367 settlement for damaged Finland Street Pedestrian Bridge.","Council recommends increasing Liberty Avenue highway safety project funding by $5.4 million to $12.9 million total.","6317b2e30b6fe8db49b80916","Headline 2","2025-07-23T17:14:50.789Z"
"01983838-5843-7481-93b2-ba34dbf55fe7","6cb2df90-285a-5ffb-88cd-9d6d577848a4","multiple_choice","Which headline do you have a stronger opinion about?","Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.","Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.","6317b2e30b6fe8db49b80916","Headline 2","2025-07-23T17:14:50.789Z"
"01983838-65cb-748a-8de6-03b5aba380a8","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.","Council holds resolution to sell city-owned property on Itin Street for $3,755 until April.","6273088a00cf446a9c9cd8f6","Headline 2","2025-07-23T17:15:46.512Z"
"01983839-1716-76d5-9413-1faa0ff84f42","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","Council approves agreement allowing Pittsburgh and PennDOT to share equipment and services at no cost.","14 Acre Bakery Square Expansion Moves Forward with Two Key Amendments Ready for Public Hearing","6273088a00cf446a9c9cd8f6","Headline 1","2025-07-23T17:15:46.512Z"
"01983838-d56f-758e-a560-5b216bd3d7c2","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review","Council approves amended reimbursement agreement with Pittsburgh Water for Haverhill Project costs totaling $992,628.77","6273088a00cf446a9c9cd8f6","Headline 1","2025-07-23T17:15:46.512Z"
"01983838-988a-76eb-90f2-139bc6243aa7","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $35,025 for portable restroom rentals and servicing in city parks.","Council approves $13,500 purchase of diagnostic tool to repair city vehicles.","6273088a00cf446a9c9cd8f6","Headline 1","2025-07-23T17:15:46.511Z"
"01983838-5634-71fe-bb61-33dceac01b91","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","City accepts $500 donation from Pittsburgh Cultural Trust to buy smoke detectors for residents.","Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.","6273088a00cf446a9c9cd8f6","Headline 1","2025-07-23T17:15:46.512Z"
"01983838-5dfe-73ab-98aa-8b5b7c1c259c","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.","City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600.","6273088a00cf446a9c9cd8f6","Headline 1","2025-07-23T17:15:46.512Z"
"01983838-34dd-749e-a90c-7f8813d368ad","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","City Council introduces resolution to pay $72,500 in overdue fees to state utility commission for damage prevention calls.","Council approves three-year agreement with USI Insurance Services to broker city insurance policies at no direct cost.","6273088a00cf446a9c9cd8f6","Headline 1","2025-07-23T17:15:46.512Z"
"01983838-292d-7466-a243-d4dff3a3a2a7","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","Council introduces a resolution to pay the Pennsylvania Municipal League $52,962.24 for a one-year subscription.","City accepts a reduced $250,000 state grant for the Smallman Street project.","6273088a00cf446a9c9cd8f6","Headline 2","2025-07-23T17:15:46.512Z"
"01983839-140c-71ab-9892-7148eb44f83e","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","14 Acre Bakery Square Expansion Moves Forward with Two Key Amendments Ready for Public Hearing","Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review","6273088a00cf446a9c9cd8f6","Headline 2","2025-07-23T17:15:46.512Z"
"01983838-6d92-703c-a574-7bfe5b015a07","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves $17,204 to renew flood control authority membership.","Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.","6273088a00cf446a9c9cd8f6","Headline 1","2025-07-23T17:15:46.512Z"
"01983838-c52b-70f1-b661-a70d7363d9a5","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","Council approves post-agenda meetings on Oakland BID and Affordable Housing Bond","Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety","6273088a00cf446a9c9cd8f6","Headline 2","2025-07-23T17:15:46.512Z"
"01983838-da90-7072-be87-c50ca40ad481","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","Council approves additional $317,588 for South Negley Avenue Bridge Project contract with WSP USA.","Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project.","6273088a00cf446a9c9cd8f6","Headline 2","2025-07-23T17:15:46.512Z"
"01983838-e2d8-730e-931a-0a64eaa5d33e","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","Council recommends an additional $93,000 for vehicles and equipment for the Office of Community Health and Safety.","Council holds vote on Downing Street steps agreement for six weeks.","6273088a00cf446a9c9cd8f6","Headline 2","2025-07-23T17:15:46.512Z"
"01983838-7c98-73de-9c32-c313af479e50","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","Bakery Square rezoning plan with new affordable housing moves forward to a public hearing.","Additional $115,170 proposed for Fort Pitt Park improvement designs.","6273088a00cf446a9c9cd8f6","Headline 1","2025-07-23T17:15:46.512Z"
"01983838-8029-7545-b230-5de18d3debdd","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.","Council moves $33,292 from salaries to employee benefits for tuition reimbursement program.","6273088a00cf446a9c9cd8f6","Headline 1","2025-07-23T17:15:46.512Z"
"01983838-4fd9-75c6-987c-1beebd2b047a","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","Council reviews sale of two Hill District lots to the Pittsburgh Land Bank.","City Council delays a decision on the sale of a 23rd Ward property for green space and parking.","6273088a00cf446a9c9cd8f6","Headline 2","2025-07-23T17:15:46.512Z"
"01983838-fc39-77a1-9cfd-584cb33b7bbf","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase.","Portable Restroom Back Payment Sparks Inquiries into the Prevalence of Closed Public Restrooms in City Parks","6273088a00cf446a9c9cd8f6","Headline 2","2025-07-23T17:15:46.512Z"
"01983839-0661-71e1-ba83-b9a78bd79701","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","Council to Approve Funding for Recruitment Video Aimed at Addressing Police Shortages","Council committee recommends adding $1.06 million in federal funds for a Liberty Avenue project.","6273088a00cf446a9c9cd8f6","Headline 1","2025-07-23T17:15:46.511Z"
"01983838-2767-7172-a7c8-7ba34c752291","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","Council recommends switching to USI Insurance Services as the city's new insurance broker.","Council introduces a resolution to pay the Pennsylvania Municipal League $52,962.24 for a one-year subscription.","6273088a00cf446a9c9cd8f6","Headline 2","2025-07-23T17:15:46.512Z"
"01983838-482b-74bf-b554-3b9b67f9c7fa","7aa66542-06f9-50bb-a043-1d49d3443af5","multiple_choice","Which headline do you have a stronger opinion about?","City Council reviews a proposal to sell a vacant lot on Island Avenue for $3,600.","Council reviews sale of two Hill District lots to the Pittsburgh Land Bank.","6273088a00cf446a9c9cd8f6","Headline 2","2025-07-23T17:15:46.512Z"
"01983838-6efd-7534-9ecf-53d5fc7ebcbc","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.","Council recommends switching to USI Insurance Services as the city's new insurance broker.","60da18dba560960ea60a8fe5","Headline 1","2025-07-23T17:16:15.753Z"
"01983838-45aa-771b-a811-9eba14b77258","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","Council repeals 2019 resolution that gave city property in 15th Ward to Urban Redevelopment Authority.","Council approves amended zoning changes for Bakery Square expansion with affordable housing requirements and schedules public hearing.","60da18dba560960ea60a8fe5","Headline 1","2025-07-23T17:16:15.754Z"
"01983838-8c77-76ae-90e8-db0641d35f41","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","City accepts a $500 donation from the Pittsburgh Cultural Trust to purchase smoke detectors for residents.","City accepts a reduced $250,000 state grant for the Smallman Street project.","60da18dba560960ea60a8fe5","Headline 1","2025-07-23T17:16:15.754Z"
"01983839-10af-7392-9b52-cd0f6060894f","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades","14 Acre Bakery Square Expansion Moves Forward with Two Key Amendments Ready for Public Hearing","60da18dba560960ea60a8fe5","Headline 2","2025-07-23T17:16:15.754Z"
"01983839-0475-76e9-a485-e5615369e482","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","Council approves agreement with Pittsburgh Downtown Partnership to improve Market Square at no cost to the City.","Council to Approve Funding for Recruitment Video Aimed at Addressing Police Shortages","60da18dba560960ea60a8fe5","Headline 1","2025-07-23T17:16:15.754Z"
"01983838-9a9a-757b-81c2-d47af34a0143","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs","Council approves post-agenda meetings on Oakland BID and Affordable Housing Bond","60da18dba560960ea60a8fe5","Headline 1","2025-07-23T17:16:15.754Z"
"01983838-81d2-7429-877a-2ce7737b02bb","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","City Council calls for future discussions on the Oakland Business Improvement District and the affordable housing bond.","Council introduces a resolution to transfer salary funds for staff tuition reimbursement.","60da18dba560960ea60a8fe5","Headline 2","2025-07-23T17:16:15.753Z"
"01983838-6455-742c-9316-e3e12db09f7d","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","City Council calls for future discussions on the Oakland Business Improvement District and the affordable housing bond.","Urban Redevelopment Authority to sell a North Aiken Avenue property to the Land Bank for $48,500.","60da18dba560960ea60a8fe5","Headline 2","2025-07-23T17:16:15.754Z"
"01983838-62b3-70fc-980b-a7bf31888964","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software.","Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.","60da18dba560960ea60a8fe5","Headline 2","2025-07-23T17:16:15.753Z"
"01983838-9b38-7204-aeeb-816286da63fa","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.","Council recommends switching to USI Insurance Services as the city's new insurance broker.","60da18dba560960ea60a8fe5","Headline 1","2025-07-23T17:16:15.754Z"
"01983839-1001-77f9-98d0-3db0ae629c7a","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","14 Acre Bakery Square Expansion Moves Forward with Two Key Amendments Ready for Public Hearing","Council approves $35,025 for portable restroom rentals and servicing in city parks.","60da18dba560960ea60a8fe5","Headline 2","2025-07-23T17:16:15.754Z"
"01983838-7d45-7745-8b5b-739b2d43d7fd","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase.","Council refers resolution to increase Fort Pitt Park design contract by $115,170 to committee.","60da18dba560960ea60a8fe5","Headline 1","2025-07-23T17:16:15.754Z"
"01983838-f24d-7666-99fa-a4fdaa503201","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","Portable Restroom Back Payment Sparks Inquiries into the Prevalence of Closed Public Restrooms in City Parks","Council approves sale of two Hill District lots to Pittsburgh Land Bank for $16,290.","60da18dba560960ea60a8fe5","Headline 1","2025-07-23T17:16:15.754Z"
"01983838-455e-7489-9ad2-62ef1eacb742","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","Urban Redevelopment Authority seeks to cancel its acquisition of a 15th Ward property.","Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project.","60da18dba560960ea60a8fe5","Headline 1","2025-07-23T17:16:15.754Z"
"01983838-342d-72a7-ac49-88642a39ac51","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","City to pay $72,500 for overdue damage prevention debts.","City Council calls for future discussions on the Oakland Business Improvement District and the affordable housing bond.","60da18dba560960ea60a8fe5","Headline 2","2025-07-23T17:16:15.754Z"
"01983839-1093-726e-b093-8e3cb2f189fe","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","14 Acre Bakery Square Expansion Moves Forward with Two Key Amendments Ready for Public Hearing","Council approves an $11,424 one-year contract for Law Department software support.","60da18dba560960ea60a8fe5","Headline 2","2025-07-23T17:16:15.753Z"
"01983838-3eef-7503-951b-b4feebaa991e","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs","Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward","60da18dba560960ea60a8fe5","Headline 1","2025-07-23T17:16:15.753Z"
"01983838-3e23-76c2-b742-8a5f8700c42e","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","Council repeals 2019 resolution that gave city property in 15th Ward to Urban Redevelopment Authority.","Council approves 56 additional professional services contracts for city departments worth up to $1.5 million each annually.","60da18dba560960ea60a8fe5","Headline 1","2025-07-23T17:16:15.754Z"
"01983839-0fab-76ff-96a8-38d757fecd7e","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.","14 Acre Bakery Square Expansion Moves Forward with Two Key Amendments Ready for Public Hearing","60da18dba560960ea60a8fe5","Headline 1","2025-07-23T17:16:15.754Z"
"01983838-5d58-702e-a116-8b3c6349bd0b","7e3e882f-610c-553a-baa3-59310b805eef","multiple_choice","Which headline do you have a stronger opinion about?","Council approves sale of land on Island Avenue to Island Avenue Holdings LLC for $3,600 plus costs","Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program","60da18dba560960ea60a8fe5","Headline 2","2025-07-23T17:16:15.754Z"
"01983838-390e-75ed-b4a0-31c20eb7953c","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","City to pay $72,500 for overdue damage prevention debts.","Council holds vote on Downing Street steps agreement for six weeks.","66462d8b963be5d1ba4d2da0","Headline 1","2025-07-23T17:15:32.010Z"
"01983838-dcf6-7503-972c-2c630c9d9a6f","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","Council approves an additional $317,588 in costs for the South Negley Avenue Bridge project.","City recommends a $5.4 million funding increase for the Liberty Avenue safety project.","66462d8b963be5d1ba4d2da0","Headline 2","2025-07-23T17:15:32.010Z"
"01983838-ecca-7082-85c2-c0267684314b","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","Council holds resolution to sell city-owned property on Itin Street for $3,755 until April.","Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors","66462d8b963be5d1ba4d2da0","Headline 2","2025-07-23T17:15:32.010Z"
"01983838-f831-7014-a121-b519c1c55ed7","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","Council approves post-agenda meetings on Oakland BID and Affordable Housing Bond","Portable Restroom Back Payment Sparks Inquiries into the Prevalence of Closed Public Restrooms in City Parks","66462d8b963be5d1ba4d2da0","Headline 2","2025-07-23T17:15:32.011Z"
"01983838-2602-70fc-9ea0-a53a869d5073","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","Council approves agreement with Pittsburgh Downtown Partnership to improve Market Square at no cost to the City.","Council considers $52,962 payment for Pennsylvania Municipal League membership subscription.","66462d8b963be5d1ba4d2da0","Headline 1","2025-07-23T17:15:32.011Z"
"01983838-509a-759f-be8f-a15ce9eb5795","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","City accepts a reduced $250,000 state grant for the Smallman Street project.","Council reviews sale of two Hill District lots to the Pittsburgh Land Bank.","66462d8b963be5d1ba4d2da0","Headline 2","2025-07-23T17:15:32.010Z"
"01983838-43a2-70cd-aab8-51e72cc6d7cc","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","Urban Redevelopment Authority seeks to cancel its acquisition of a 15th Ward property.","City Council delays a decision on the sale of a 23rd Ward property for green space and parking.","66462d8b963be5d1ba4d2da0","Headline 2","2025-07-23T17:15:32.010Z"
"01983838-b6d1-774a-a9ac-1166a2a98a18","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $1.06 million increase for Liberty Avenue project with new federal funding","City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025","66462d8b963be5d1ba4d2da0","Headline 1","2025-07-23T17:15:32.011Z"
"01983838-9f06-7382-8fb9-142a979bfc46","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs","Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety","66462d8b963be5d1ba4d2da0","Headline 2","2025-07-23T17:15:32.011Z"
"01983838-4441-753c-80d5-d84d83918813","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $32,750 contract with Kicker, Inc. for police recruitment video production","Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward","66462d8b963be5d1ba4d2da0","Headline 1","2025-07-23T17:15:32.009Z"
"01983838-7b33-74ea-8f83-5bfd114567ba","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR","Council approves $32,750 contract with Kicker, Inc. for police recruitment video production","66462d8b963be5d1ba4d2da0","Headline 1","2025-07-23T17:15:32.010Z"
"01983838-aee8-76cb-91f6-01648a03153a","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works.","Council approves post-agenda meetings to discuss Oakland Business Improvement District and Affordable Housing Bond.","66462d8b963be5d1ba4d2da0","Headline 1","2025-07-23T17:15:32.011Z"
"01983838-99eb-7011-b957-529df8438048","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs","City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025","66462d8b963be5d1ba4d2da0","Headline 2","2025-07-23T17:15:32.010Z"
"01983838-3628-732c-8144-b5e4d03e2743","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","Council holds resolution to sell city-owned property on Itin Street for $3,755 until April.","City Council introduces resolution to pay $72,500 in overdue fees to state utility commission for damage prevention calls.","66462d8b963be5d1ba4d2da0","Headline 2","2025-07-23T17:15:32.010Z"
"01983838-c797-778d-b05e-09a73ba8d783","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","City accepts a reduced $250,000 state grant for the Smallman Street project.","Council committee recommends accepting $316,367 settlement for Finland Street Pedestrian Bridge.","66462d8b963be5d1ba4d2da0","Headline 2","2025-07-23T17:15:32.010Z"
"01983838-bc29-74b8-a853-00ef765d031a","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","Council approves over $1 million in additional federal funding for Liberty Avenue road project.","Council approves agreement with Pittsburgh Downtown Partnership to improve Market Square at no cost to the City.","66462d8b963be5d1ba4d2da0","Headline 1","2025-07-23T17:15:32.010Z"
"01983838-e997-76eb-837a-8ed5a3a1521a","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","Open-Ended Professional Services Contracts Add 27 Unspecified New Vendors","City Council approves $35,025 for portable restrooms in city parks.","66462d8b963be5d1ba4d2da0","Headline 2","2025-07-23T17:15:32.011Z"
"01983838-4807-770e-83c1-4cb7db31a787","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.","Council approves sale of two Hill District lots to Pittsburgh Land Bank for $16,290.","66462d8b963be5d1ba4d2da0","Headline 2","2025-07-23T17:15:32.010Z"
"01983838-f905-704d-8d8e-29c1784edea5","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","Portable Restroom Back Payment Sparks Inquiries into the Prevalence of Closed Public Restrooms in City Parks","City Council approves no-cost agreement with USI Insurance Services for three-year insurance brokerage contract","66462d8b963be5d1ba4d2da0","Headline 1","2025-07-23T17:15:32.009Z"
"01983838-6d73-763b-a04e-03a12a6566f3","8b1e4292-5c09-5ded-8093-dcb5280fdcd7","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025.","Council reduces Penn Avenue lighting project grant from $461,856 to $450,000 and authorizes spending.","66462d8b963be5d1ba4d2da0","Headline 1","2025-07-23T17:15:32.011Z"
"01983838-c244-726e-81b8-7559b8f66a14","8eadc224-0c65-567e-9681-106345ce3134","multiple_choice","Which headline do you have a stronger opinion about?","Council approves post-agenda meetings on Oakland BID and Affordable Housing Bond","Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review","6334b0fc574064de4e68f578","Headline 1","2025-07-23T17:14:12.170Z"
"01983838-669c-712e-9e8f-d0fbf86535f3","8eadc224-0c65-567e-9681-106345ce3134","multiple_choice","Which headline do you have a stronger opinion about?","Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.","Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project.","6334b0fc574064de4e68f578","Headline 2","2025-07-23T17:14:12.170Z"
"01983838-8c59-71ec-a506-f181c64fb4f3","8eadc224-0c65-567e-9681-106345ce3134","multiple_choice","Which headline do you have a stronger opinion about?","City accepts $500 donation from Pittsburgh Cultural Trust to buy smoke detectors for residents.","Council recommends accepting reduced $250,000 state grant for Smallman Street Complete Street Project.","6334b0fc574064de4e68f578","Headline 1","2025-07-23T17:14:12.168Z"
"01983838-caf5-7739-82e6-62ad56a55006","8eadc224-0c65-567e-9681-106345ce3134","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $1.06 million increase for Liberty Avenue project with new federal funding","City Council approves no-cost agreement with USI Insurance Services for three-year insurance brokerage contract","6334b0fc574064de4e68f578","Headline 1","2025-07-23T17:14:12.169Z"
"01983838-73b3-700b-8ae3-df64a13eefd8","8eadc224-0c65-567e-9681-106345ce3134","multiple_choice","Which headline do you have a stronger opinion about?","Council introduces legislation to accept a $450,000 grant for the Penn Avenue lighting project.","Council recommends an additional $382,000 for the Haverhill road and stormwater project.","6334b0fc574064de4e68f578","Headline 1","2025-07-23T17:14:12.170Z"
"01983838-bcc5-773c-8a62-64e5d4afc522","8eadc224-0c65-567e-9681-106345ce3134","multiple_choice","Which headline do you have a stronger opinion about?","Council holds resolution on sale of 23rd Ward property acquired at tax sale for further review","Council approves agreement with Pittsburgh Downtown Partnership to improve and maintain Market Square at no cost to the City","6334b0fc574064de4e68f578","Headline 2","2025-07-23T17:14:12.168Z"
"01983838-3b2e-753d-bb4b-eeeabdb709a0","8eadc224-0c65-567e-9681-106345ce3134","multiple_choice","Which headline do you have a stronger opinion about?","Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.","Council repeals 2019 resolution that gave city property in 15th Ward to Urban Redevelopment Authority.","6334b0fc574064de4e68f578","Headline 2","2025-07-23T17:14:12.169Z"
"01983838-3647-728e-9a19-084dd7c911f6","8eadc224-0c65-567e-9681-106345ce3134","multiple_choice","Which headline do you have a stronger opinion about?","City Council delays a decision on the sale of a 23rd Ward property for green space and parking.","City to pay $72,500 for overdue damage prevention debts.","6334b0fc574064de4e68f578","Headline 2","2025-07-23T17:14:12.169Z"
"01983838-6648-711c-b2f4-f0b27bdb992a","8eadc224-0c65-567e-9681-106345ce3134","multiple_choice","Which headline do you have a stronger opinion about?","Council approves $32,750 contract for company to create police recruitment videos using grant money.","Council approves sale of North Aiken Avenue property from redevelopment authority to Pittsburgh Land Bank for $48,500.","6334b0fc574064de4e68f578","Headline 1","2025-07-23T17:14:12.169Z"
"01983838-92f5-77a1-9d20-a853410ea91a","8eadc224-0c65-567e-9681-106345ce3134","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves accepting $316,367 settlement for damaged Finland Street Pedestrian Bridge.","Council approves 56 additional professional services contracts for city departments worth up to $1.5 million each annually.","6334b0fc574064de4e68f578","Headline 1","2025-07-23T17:14:12.169Z"
"01983838-c9c8-70e7-9d95-ff2be7f571ab","8eadc224-0c65-567e-9681-106345ce3134","multiple_choice","Which headline do you have a stronger opinion about?","City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation","Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety","6334b0fc574064de4e68f578","Headline 1","2025-07-23T17:14:12.170Z"
