sentence,classification
"I know one thing that we really have never touched as a city is the pay as you throw issue, what a lot of other places have, And that's where people actually get a bill for their waste every single month, so that they know exactly what it is they're paying for.",i
And the resources that people sort of take advantage of or not even.,i
"well, they take advantage of them but it's sort of given to them sort of for free.",i
"Just even having, like, your bulk couch carried away is something that you know, people just take for granted.",i
"I think sometimes, Yeah, And it's something that people just don't have in their mind in our city, as you know, the true cost of waste, the true cost of recycling, the true cost of having these volunteers come and help to clean up, And I feel like that's one thing we can possibly consider and it also is something that can actually bring resources directly into DPW for, you know, for waste.",i
I really don't know any other way to make people care about this issue.,i
"I think it's really important that we think about this issue on the individual level, until they actually see how it's impacting them, beyond just seeing it, you know, in front in their front yard and saying, oh, maybe I'll get it tomorrow.",i
"And until there is something that is a carrot for them to help to incentivize them on an individual level, and then there is a stick behind it that says that at some point, if you keep letting it go, that it's going to catch up with you.",i
I don't know what else we can do.,i
"You know, We can send out the flyers, We can do the education, We can do the community meetings, We can, you know, put the volunteer forces together, We can do the cleanups on a monthly basis, But until somebody knows how it's impacting them- and usually, unfortunately, it has to be impacting them to their pocket- it's really difficult to actually try to change this and to push this forward.",i
"So I think the thing that we can do is to look at other places that they're doing waste more successfully and we can try to implement those policies, And one of the ones that we never want to talk about tends to be the pay-as-you-throw issue.",i
"Yeah, I mean, I think you hit on something that is another bee in my bonnet here constantly is looking at other areas and seeing how they do anything.",i
"You know, I think we have a About rewards.",i
What's that?,i
"Rewards And they keep their area clean, Yeah, Yeah, Yeah, Rewards.",i
"Rewards, Oh, sorry, Sorry, Okay, Rewards Like to the area at least have a big reward, Maybe at the end of the year or something they would appreciate, a group dinner or something, Some kind of a reward.",i
"I don't know exactly, But maybe I was just thinking like, if they live in a high-rise or even a community, have a reward for them, like a big dinner or a gift card for the ones that keep their areas clean.",i
"That would be more, That would be the Yeah, Yeah, That would be the incentive, Something like a reward You would have to come up with the idea of.",i
"And the money: Yeah, I'm thinking because what we used to do in my high-rise once a year to give the tenants.",i
"So, Janet, we do need to continue with the interview.",i
I'm sorry to interrupt you.,i
"I apologize, I'm sorry, You know what.",i
I guess that actually does lead me to one other point there.,i
The Clean Pittsburgh Commission used to do the Bob Awards.,i
We still do them.,i
"You still do the Bob Awards, Yeah, every year.",i
"Okay, Can we find out about when they're happening?",i
"Yeah, We're planning it right now And how we can celebrate the?",i
"Yeah, So we do the Bob Awards every year.",i
That's following the waste cleanup that we do.,i
It's the community.,i
"My brain right now is spacing on the name of the event, But we're getting ready to gear up for planning it again this year.",i
So we get all the communities together.,i
They compete.,i
"Green Olympics, Thank you.",i
"Garbage Olympics, Thank you.",i
"Sorry, My brain was spacing.",i
"And then, as part of the Garbage Olympics, we have the Bob Awards.",i
That's what follows.,i
"that, basically, We reward everybody that helps and that partners with the Green Olympics, which is our annual event to help clean up our community.",i
And then we have the Bob Awards.,i
"that not only recognizes the people that participate in that event, but the people who all year long, are champions in cleanup?",i
"Yeah, I'll have.",i
"you know that last year, the top three neighborhoods that won Garbage Olympics all came from my district.",i
Oh wonderful.,i
And I have been on the winning team of the Garbage Olympics over the last three years.,i
"So between multiple neighborhoods, Absolutely.",i
"But yeah, All right.",i
"Anyway, that being said, I want to continue talking about this.",i
"Like I said, I'm very impassioned about this.",i
"So, thank you, No problem, Thank you.",i
"Thank you, Councilman Coghill.",i
do you have any?,i
"I'll be brief, because I know we have to start our meeting, don't we?",i
"Well, there's two things.",i
"One, we have to start our regular meeting, but we're experiencing sound problems, Oh, And so our sound isn't working on Zoom or YouTube right now, Right, So we're going to have to do something about that.",i
We're going to have to do something about that.,i
So we're going to have to do something about that.,i
But I think it's important for us to try to get it to work.,i
"They have to hard reset the system, So we're going to need at least a five-minute break between our pre-agenda and our regular agenda.",i
"Gotcha, So you want me to finish up?",i
"Yes, Any questions I have?",i
"Briefly, Okay, Thank you, I appreciate that And I'm sure our viewers will be glad to not hear me.",i
"if that's the case, All right, So I'm sorry.",i
So it's Ms Giles Giles Giles.,i
"Okay, I didn't know if it's Giles or Giles Giles.",i
are you currently an employee of City?,i
"Yes, Okay, What department are you in City Planning?",i
"Oh, okay, You're in Planning.",i
"Okay, So the Clean Pittsburgh Commission- how many people are on there, Do you know?",i
"Oh gosh, So it fluctuates from year to year.",i
"I think right now we have about seven people, Seven, Okay, And we're looking for more.",i
"So, Right, right, I know very well the Garbage Olympics- And I'll remind my colleague over here that Carrick actually used to clean house every time- And yeah, So we're probably going to have the cleanest side of the river, I think, if we can, And we're going to continue doing what we're doing.",i
"But let me just put it to you bluntly, as I see it, I take it upon myself.",i
"I bought vests, We have signage, We just picking trash up right alongside, especially the streets that come into my district.",i
"It's like the first thing I see, And I'm sure visitors or people who are not from the area, it's probably the first thing they see too.",i
"Right, Yeah, I notice it when I'm in other neighborhoods or wherever I'm at, And I'm very much in line with Councilman Sharland here, where you know it's like.",i
that's why I took it in my own hands.,i
"I'm like, oh my God, it's so filthy.",i
"But I will say this: I have been working with our public works Director Hornstein, our two directors, John McCory- or not directors, what are they called Supervisors, John McCory and Jeff Cook, who both split my district, And I think it's been working great.",i
I get the volunteers.,i
They pick up what's seen alongside these roads- And I'm going to just take a typical road.,i
"It's probably six large, eight, six to ten large bags of- you name it right- everything from diapers to Gatorade bottles to you name it.",i
And public works come along and they also do that work as well.,i
So I really feel like we have gotten my district very clean in just a three week period.,i
So my point is: it's cheap to clean.,i
It really is.,i
"You know, I know there's trucks involved And you know public works come out with their trucks And they have their dump truck and throw things in the back.",i
"But you know we're talking about gas and labor, some on public works.",i
But if you get volunteers you can really do it very inexpensively.,i
"It's a matter of some garbage bags, some gloves and the will.",i
"It really is, But you can comment after I'm done.",i
"Okay, That being said, I'm really proud as to what we've cleaned up so far, And again it's in partnership with public works, But 70 percent of the trash is not being picked up.",i
It's down over the hill.,i
You know It's stuff that public works isn't going to go down there.,i
Maybe they would.,i
I doubt it.,i
I'm talking.,i
you know dangerous hills and you can just see it.,i
"So 70 percent is down over the hill, whether it's blown down there over the years or you name it.",i
We need- I don't know if- public works- I haven't talked to Director Huenstein about this at all yet- But we almost need special crews.,i
"I'm going to call them like the over the hill gang, Not meaning age, But you know- to go down over these hills- And I'm talking, you know, I estimate I'm a, I'm a contractor, So I got a good idea as to what it would take I'm guessing six people over each of these so-called hills.",i
I got probably ten of them that I know about.,i
"It'll take them six people, probably most of the day.",i
"You know Everything from tires, bigger stuff down there.",i
That's where people illegally dump.,i
you know things like that.,i
"So each site is very different, But we need serious resources And I won't be happy until we get that deep clean, until I know I'm getting stuff that you can't see when you're driving by the car.",i
You know We're getting this stuff that you can't see.,i
"That's easy enough with volunteers, I feel in public works, But it's this stuff down over the hill that's been there for years and years And it's dumping debris And again it will take almost a full day for four or five people in each one of these sites that I'm thinking about.",i
"So now I'll know it's a deep clean And then we put up stiff fines and penalties for people that litter, Because one thing I hate is cleaning it up and seeing it back.",i
So Okay With that.,i
"I'm sorry, Ms Johnson, I didn't mean to go on, But I just wanted to give you my full perspective before, Because we're going to probably try to wrap things up here And if you want to comment, please do.",i
"Ms Sure, I think part of the issue is that people do feel that it is cheap to clean, But it's not cheap to clean.",i
"It's costing people a lot and you know, and mental stress, And it costs a lot in their time.",i
So every single one of those volunteers.,i
"if you actually had to pay them to do the work that they're doing, you would see very quickly that it is not cheap to clean.",i
"And you're talking about sending people over hillsides, Which some of these volunteers take it upon themselves to do, And you're asking our DPW staff to do.",i
"And that's not cheap either, Because they're like you said, they're dangerous, steep hillsides And a lot of the trash that falls there and a lot of the trash that people and our volunteers are cleaning up are dangerous things.",i
"You're talking about needles, You're talking about glass, You're talking about weird broken car parts and oil and who knows what that's been dumped.",i
"Mr, Dangerous sides of roads, Ms, Exactly, It's dangerous stuff that puts people at risk.",i
"And, like you said, And I think next week, because people have it in their minds thinking that it's cheap to clean and that it's- oh, somebody else will get it- That they just put it back and leave it on the side- Oh, somebody else will get it, Or that's what I pay them for- is another thing that we often hear.",i
"There have been actual times where I've been part of volunteer crews, Whether it's with just my own time or Girl Scouts, Because I used to be a Girl Scout leader, Where my kids are out there helping to clean up as a community thing, And then somebody literally throws something in front of us and says, oh, it'll keep you in business, It's not cheap to clean.",i
"And I think that that's one of the perceptions that we have to change In Pittsburgh- among ourselves, among our staff and among our communities: that it costs us a lot to not keep our communities clean.",i
"And, like you said, it's a visitor's nightmare to come in, to think that they're coming to this great, beautiful city.",i
"They come through the tunnels, They see this beautiful skyline And then they get into the city or they get into the communities and they're thinking like I'm not sure that I want to move here Because it looks dirty And that's costing us people as well, Ms.",i
"Yeah, And it's costing us.",i
It could be costing us business.,i
So I think that part of the mentality shift that we have to come to is that it's not cheap to clean.,i
"We do have to put resources into it, It's going to cost us time, It's going to cost us effort, And the more that we put into it on the front end will save us in the back end.",i
We shouldn't be on the defense with this issue anymore.,i
"We should be hopefully get to the point, like you said, where we're on the offense of it, Where we're cleaning it up, We're doing the deep dive, And it's not coming back the very next week or sometimes the very next day.",i
"And it's not just the people that are in the city, Pittsburgh, that are just dumping the trash.",i
"Sometimes it's the people that are going through who are just like, oh, here's a good place.",i
"They leave it off and then they go back to where they came from, You know, Because it's a place that they're used to coming.",i
"But I don't want to keep you guys, Mr.",i
"No, that's fine, That's fine.",i
"Ms Yeah, Mr, We are on the offensive in the fourth district.",i
"I will tell you, Ms Yeah, Mr, It's been for two, three years now for me, Ms Yeah, Mr, I've started this.",i
"This is two, three years ago.",i
"We took a more aggressive approach this year because, like Councilman Sharland, I'm like: oh my gosh, And it is partly just because of vegetation.",i
"The snow is gone, The ice is gone.",i
"There it is, It's been there all the time.",i
We just haven't noticed it And we're not going to notice it once it grows over either.,i
So I have focused on main roads right now.,i
"what I can see, The deeper dive I want to do in the winter, after the vegetation goes, of course.",i
"You know, poison ivy.",i
you can't see it.,i
There's a lot of reasons why not to go over there now.,i
For now I'm doing the visual zone And I will disagree with you on it is cheap to pick up garbage.,i
It really is.,i
I know the.,i
"I don't get estimates or stats from the director as to how many people are picking up garbage, How many hours, like his folks have, But they work for the city of Pittsburgh, right.",i
"We're utilizing them, in which I know Director Horenstein supports picking up garbage, Right.",i
"So when they're doing that, that means they're not doing something else.",i
We have to keep that in mind too.,i
I do keep that in mind.,i
"But you know, what to me is more important than anything on their docket is picking up rubbish on the sides of the road.",i
That's the most important thing to me.,i
There's nothing more important than being clean and safe and sterile.,i
"Okay, So you'll come to my district and I'll show you routes that I picked up.",i
and you have done it for nothing.,i
I've done it for nothing.,i
I have volunteers.,i
"Some volunteers I force, but I have volunteers and you know public works come by the only pay, the only expense that we have, is in public work employees, whatever time they come to pick up this stuff, And I have big stuff.",i
So I'm not saying that there's not an expense there.,i
"But if we compare that as to what this city spends on other things, it's a drop in a bucket.",i
It is cheap to clean.,i
Cleaning is cheap.,i
I don't want you know us to spend resources or financial means on anybody.,i
really I don't think we need to.,i
I have so many volunteers in my district.,i
I feel like it's just a matter of keeping them safe.,i
"But you're right, When you get them over the hills, that requires- and again, I haven't talked to the director about this, but that requires serious man hours, Okay, And serious time commitment.",i
"But it needs to be done, I hope by winter.",i
I hope the director and I could get something formulated there where it's our employees actually cleaning it with volunteers.,i
But you know I hesitate to send volunteers down over the hill.,i
"So okay, that's it for me.",i
"Mr President, Thank you very much.",i
"You've worked for the city for a long time now, So I'm very familiar with your work.",i
I'm grateful for your willingness to both serve the city in your formal capacity as well as your work on the.,i
"I'm very grateful for your willingness to both serve the city in your formal capacity as well as your work on the commission, And so I really just thank you for being here.",i
I thank you for answering all of members questions And I thank you for your willingness to serve.,i
Your appointment will come up for a formal vote next week.,i
"We were not allowed to say how we'll vote now, but I believe it'll be more than favorable.",i
"Should be all right, You should be all right, Good way of saying it.",i
"With that, we've exhausted the business of this interview and therefore this meeting is adjourned.",i
"Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you for the great á committee public: Wednesday April 9, 2025.",i
"thank you, May I have a Shot?",b
mr Coghill here.,i
miss gross here.,i
"mr LaValle, mr Mosley, mrs Kells Smith.",i
miss Warwick here.,i
"mr Wilson, miss Strasburger, chair here.",i
"five members present, thank you, and we do need to waive the rules of council.",b
waive rule three to.,i
regarding start time.,i
can I get a motion to waive the rules?,i
so move all those in favor.,i
"aye, rules been waived.",i
our next order of business is public comment.,p
"I would like to remind all speakers that the rules of council state that count that comments are limited to matters of concern, official action or deliberation which are or may be before City Council, and profanity will not be permitted.",i
please state your name and neighborhood for the record.,i
you will have three minutes to speak.,i
the first registered speaker is a Sasha of men afield.,p
Sasha men afield.,i
do not see them here.,i
wait.,i
are there any way?,i
are there any speakers wishing to come to the podium?,p
"good morning, my name is your father at Brown.",i
I live at San Francisco.,i
"I'm a senior at 715 Mercer Street, that's up at the top of the hill.",i
this morning I've wanted to bring- I wanted you to see- the Pittsburgh Courier- and this is from March the 18th through the 25th- as it says that the nwacp president of our branch here in Pittsburgh has resigned.,i
they're saying that we don't have that much membership.,i
now I myself I had been a member of the nwacp and I let it slack.,i
"let it slack, but I will be joining it again.",i
"citizens, and for the ones that are watching, you know we need the nwacp, especially now, but I myself feel that if it wasn't for the nwacp, we wouldn't have some of the freedoms that we have, because we don't have that that much now.",i
"the other thing, another thing I didn't plan on talking about the mayor, but when I see this, this is what I want people to look.",i
see this paper.,i
the city paper says freedom first versus free fear.,i
"you see this: freedom versus fear, and I'm going to show you why.",i
look a bit more again.,i
look how black they made him.,i
"anytime you want to make something look evil or dirty or something to be up, you make him blacker than what he is.",i
now you got your Cory.,i
look at Cory.,i
you got his white face and he's in color.,i
they didn't make him dark like they made the mayor.,i
"when I talk about colorism, that's what I'm talking about.",i
"anytime you're dark, a lot of times you're looked at as being evil.",i
something's wrong with you.,i
"that's why they took the slaves from Africa and brought them over here and beat us and made us what we are, because we're mixed race, because you're white slave owners who were the dregs of the, the prison.",i
you know they.,i
"they let them a lot, a lot of them go.",i
"they were prisoners, they were criminals and then they put them over.",i
"black people, black, well, we used to be called colored or negro, but now we say the color black.",i
"we're not black like this, not black like the color black, but they say that we are.",i
I can remember my daughter.,i
"I have my husband's light complected, so I had one daughter, Nikki, that she's really a real reddish color.",i
"when she was little, Carmen, who was dark like me, said I'm brown and you're orange.",i
"and if you look like, if you had looked at her, she did look orange.",i
I went to work and I was saying that said with my grandbaby what my daughter said.,i
"well, yeah, the white lady took me in the bathroom and she said: you take this piece of paper and put it up against her and tell her that's not orange.",i
"I said: when you take the white piece of paper and put it up against your baby, that's not white.",i
"well, I'll do the same.",i
thank you.,i
"this racism, colorism, next speaker, please.",p
good morning afternoon.,i
"I don't know which one of these special agents, sunshine, I return to send her any voodoo hexes curses, you guys sending me 100 million, billion, trillion google plex.",i
y'all are having court sessions without me being present.,i
it's amazing.,i
"so that means the postal service is being bribed, judges are being bribed, lawyers are being bribed so to pervert the course of justice.",i
so what?,i
I don't get what belongs to me.,i
y'all still having meetings trying to kill me.,i
so I don't get what belongs to me.,i
"really, God's not having it.",i
I promise you he's not.,i
some.,i
715 says: whoever digs a hole and scoops it out falls into the pit they have made.,i
"so whatever hole y'all trying to dig for me to put me in, get ready to go into it yourselves, because what God has for me, it is for me.",i
It's written for me to have what was taken from me and y'all have to give it to me.,i
You can keep delaying it.,i
"The longer you do, the more people are going to get sick and pass away.",i
Don't believe it.,i
Just watch.,i
Whatever you acquire outside of God's will eventually turns to ashes.,i
Remember this: It's ashes to ashes and dust to dust.,i
That's what that's talking about.,i
"Let me pray, Lord, show me anything I've used to find meaning apart from you.",i
"Give me the freedom to lay it all at your feet Right now in my life I'm pursuing only him, not a relationship, not a man.",i
I refuse to live under the counsel of you guys because you're not my man.,i
I refuse to live under the counsel of you guys.,i
You guys are ungodly.,i
"I will never do that, ever.",i
Psalm 5 through 6 says: The arrogant cannot stand in your presence.,i
You hate all who do wrong.,i
You destroy those who tell lies.,i
"The bloodthirsty and deceitful you, Lord, detest.",i
It's just so amazing how bad you guys want me dead.,i
I'm going to keep shining a light on it and God is going to love me.,i
I'm going to make sure that I stay alive and come here and show you that your voodoo you're sending towards me is not working.,i
Why?,i
"Because what belongs to me, what he has for me, it is for me And you have to give it to me.",i
I forgive all of you.,i
"I don't hold anything against any of you, But you better stop doing voodoo, because he's going to take y'all out, one by one.",i
"in Jesus' name, Amen.",i
Thank you very much.,i
Are there any further speakers Seeing none.,p
we will now move on to our standing committee's agenda.,b
Our first committee is the Finance and Law Committee.,b
We have deferred papers: Bill 1634.,b
Bill 1634 resolution repealing an item in Resolution No 512 of 2022.,i
effective date: September 23 2022.,i
In order to rescind the sale.,i
Motion to hold for one week Second Discussion: Seeing none.,i
"All those in favor of a one-week hold: please indicate by saying aye, Aye, Bill will be held for one week.",i
"Madam Clerk, can we please read Bill 1667 and 1691 together: Bill 1667 resolution authorizing the issuance of a warrant in favor of Muhammad Bernie for tuition reimbursement for an amount not to to exceed 33,292 over one year, And.",b
"Bill No 1691 resolution transferring the amount of 33,292 within the 2025 operating budget from City Council Districts salaries and wages regular to City Council Districts employee benefits for the purpose of tuition reimbursement.",i
Question: I'll hold two weeks Second Discussion.,i
"All those in favor of a two-week hold please indicate by saying aye, Aye, Aye, Aye, Bill will.",i
Bills will be held for two weeks.,i
Bill 1675.,b
"Bill No 1675 resolution providing for the sale of certain property in the 23rd Ward in the First Council District of the City of Pittsburgh, acquired by the City of Pittsburgh at tax sale.",i
Motion to hold two weeks Second Discussion: Seeing none.,i
All those in favor of a two-week hold: please indicate by saying aye.,i
Second Be a hold.,i
"Please indicate by saying aye, Aye, Aye, Aye, Aye.",i
All those in favor.,i
"Aye, Bill 1675 will be held for two weeks.",i
New papers: Bill 1687.,b
"Bill 1687 resolution authorizing the issuance of a warrant in favor of the County of Allegheny in an amount not to exceed 13,647 over one year in full.",i
and final settlement of a claim for damage to the glycol line sidewalk heating system at the Allegheny County Courthouse by Domi Traffic Division during sign replacement.,i
Motion to approve the claimzgcom replacement on the Forbes Avenue sidewalk area of the courthouse on December 3rd 2024.,i
Second Discussion: Seeing none.,i
"all those in favor of Bill 1687, please indicate by saying aye, Aye, Aye.",i
Affirmative recommendation.,i
That moves us on to invoices.,b
Do we have a motion on invoices?,i
Second Discussion: Seeing none.,i
"all those in favor of invoices, please indicate by saying aye, Aye, Invoices are approved.",i
That moves us on to P cards.,b
Do I have a motion on P cards?,i
Motion to approve.,i
Second Discussion: Seeing none.,i
"all those in favor of P cards, please indicate by saying aye, Aye, P cards are approved.",i
That moves us on to public safety and water.,b
"Second Begum hockey proverb: Aye, Council, Gotcha Secrets, Any questions?",i
So moved by.,i
"presented by mayor, inflammatory Kite vote.",i
Begum hockey.,i
The Republican Council.,i
"go ahead, please.",i
The yaş biazioni.,i
most3 Bill symbolizes this meeting.,i
"Go ahead, Mrs.",i
I scroll down.,i
Regulatory purposes of the approvede of pavilll prescro.,i
"I'm sorry, Thank you.",i
"Discussion: Not really, Is that the request of the Public Safety Director Seeing none.",i
"All those in favor of a three-week hold on Bill 1531, please indicate by saying aye, Aye, Bill will be held for three weeks.",i
"That moves us on to Public Works and Infrastructure Committee, chaired by Council Member Warwick.",b
Bill number 1689.,b
"resolution amending Resolution 803 of 2024, entitled Resolution authorizing the Mayor of the City of Pittsburgh and the Director of the Office of Management and Budget to apply for a grant from the Pennsylvania Department of Economic Development's Multimodal Transportation Fund for the Penn Avenue Lighting Project.",i
"The grant proposal includes an ask of 461,856 for this stated purpose, to accept the grant, reduce the grant amount and authorize necessary expenditures.",i
Motion to approve Second Discussion.,i
"Aye, I do have a question about this, if there's someone present.",i
Thanks.,i
"Should be a pretty quick and easy question, but feel free to introduce yourself, Patrick Cornell, Chief Financial Officer.",i
Thank you.,i
"So forgive me for not looking into this further beforehand, but I know that if all goes well, we'll have a citywide LED lighting project completed.",i
"Is this the same type of lighting, Is it different, Or is this just going to help defray the cost of that in some way?",i
That is a good question.,i
I don't have that answer off the top of my head.,i
My understanding is that this is different and separate from the street light project as a whole.,i
"But I do not have the answer, but I can get it.",i
"Okay, I see Director Lucas here.",i
"We can put her on the spotlight immediately if she knows the answer, Really.",i
Okay.,i
So this is related to Penn Avenue Lighting Project.,i
I don't know if you can come in.,i
"Ooh, a little tech lag between the third floor and the fourth floor.",i
"Yes, yes, And I will use this opportunity to say: we realize that there has been a.",i
there are some technical issues.,i
"We believe it is a Zoom update issue, but we're not sure.",i
But you should be able to watch it via cable on YouTube right now.,i
"even if it's not, the Zoom isn't completely working correctly.",i
"So apologies to everyone, I'm sorry, I'm sorry, I'm sorry.",i
"Okay, So I'm going to turn it over to the next one who might be tuning in, And I also see Councilwoman Gross raising her hand, So maybe we'll start with an interrogatory there and then see if the question's answered.",i
"Oh no, you want to sorry, sorry, sorry, Yes, please.",i
You don't want to answer.,i
"You want to ask your own question, Please.",i
So my question is Director Lucas.,i
Penn Avenue Lighting.,i
it's uncontroversial.,i
It's a grant proposal for 461.,i
This is Bill 1689 Mm-hmm For the Penn Avenue Lighting Project.,i
"Okay, Which is great.",i
"You know, no issue always looking for more funding.",i
"I was just curious if this is to defray the cost of the LED streetlight, Like if this is the same kind of lighting as the citywide LED project, or how is this distinct and like?",i
why is this separate then from that whole project?,i
"Sure, It's an opportunity to enhance that particular business district with additional lighting, like we see in some other corridors, for safety and economic development purposes.",i
So it will go to support.,i
So it's a great opportunity to do that.,i
"And then, if we can't support our project, we didn't want to necessarily divert funds from our base level lighting designs that we have citywide And this was in partnership with the East Liberty Corridor.",i
Chamber of Commerce Got it.,i
"So this is an enhancement, Okay, Mm-hmm, Thank you.",i
That's all I had.,i
"Council Member Gross, Thank you.",i
"Penn Avenue is a very, very long corridor right from downtown to the edge of the city, So I was kind of wondering which part of the project this is.",i
I'm not sure.,i
I'm not sure.,i
I'm not sure.,i
"Okay, So this is for an eight-block stretch and it'll include 96 lights in the main business corridor.",i
"It's from Spirit at the busway to Negley, So mostly District 9 with— Spirit Street.",i
"Spirit Street at the busway through Negley- Yes, Mostly District 9 with the one block— See right back at the —part in District 8 that Scott McMurtry has so graciously reminded us is part of District 8.",i
"Okay, Got it.",i
So the East Liberty Business District.,i
That was my question.,i
"That's all, Thank you.",i
Thank you.,i
Any further questions?,i
discussion?,i
"Councilman Mosley, I just want to thank Domi for your partnership.",i
I was on those emails and I think in an initial meeting we had upstairs to pull together the Chamber of Commerce and the other stakeholders within the East Liberty Business District.,i
So it's good to see this move forward and thank you for your partnership.,i
"Thank you, All right Seeing.",i
no further discussion.,i
"all those in favor of Bill 1689, please indicate by saying aye, Aye, Opposed, Opposed Abstentions: Affirmative recommendation.",i
Thank you both.,i
That moves us on to Bill 1690.,b
"Bill 1690 resolution amending Resolution 133 of 2024, entitled Resolution authorizing the Mayor and the Director of the Department of Public Works to enter into an agreement or agreements or the use of existing agreements between the City of Pittsburgh and Paschak Plus MTR for the professional design services for the Fort Pitt Park Phase I improvements at a cost not to exceed 300,000.",i
"00 By increasing the total city cost of 115,170.",i
"00 for a new total city cost not to exceed 415,170.",i
00 over one year.,i
Motion to approve.,i
Second Discussion Seeing none.,i
all those in favor of Bill 1690 please indicate by saying aye Aye.,i
Affirmative recommendation: That moves us on to Integrated Request of the Board of Trustees: Any discussion: No.,b
All those in favor of Bill 1690 please indicate by saying aye Aye.,i
Second Discussion.,i
Second: Any discussion.,i
Any discussion.,i
Any discussion.,i
I will move the bill on to Intergovernmental and Educational Affairs Committee chaired by Councilman Moseley.,b
I skip.,i
innovation and performance.,i
Is that what you want?,i
"Oh, Yeah, we have one.",i
"I must have, I apologize.",i
"Yeah, innovation and performance.",i
"Oh yeah, You're right, We have to do.",i
"yeah, Okay, I'll work off of- if I could work off of- a paper version, Apologies, Okay, So the.",i
So the motion.,i
"Okay, The motion is now approved.",i
We are ready to move to the next meeting.,i
"Okay, Apologies, So The committee's at the bottom.",i
So I have Intergovernmental Educational Affairs Committee.,b
Do you have one.,i
that's innovation.,i
Innovation.,i
I don't have any papers.,i
I don't have innovation.,i
"Oh, you're right.",i
What's this?,i
We have different agendas.,i
They gave us a new agenda.,i
"Yeah, you weren't here.",i
They switched the agendas So it was different.,i
I'm working off of an agenda that was set at 9.,i
52 am.,i
"There's a new one, if you want.",i
"No, I don't think so.",i
"No, Okay, So I have an agenda.",i
I don't have a agenda.,i
I don't have a agenda.,i
I don't remember there being a new paper last week.,i
"Okay, So we'll move on to Intergovernmental and Educational Affairs Committee, chaired by Councilman Mosley.",b
Bill number 1723.,b
"resolution authorizing the City of Pittsburgh, the Director of Public Works and the Director of Finance to enter into an easement agreement or agreements with Duquesne Light Company and Pittsburgh Water To provide, install, use, own, operate, maintain, repair, renew and finally remove one pole anchor upon city-owned property, six poles, five anchors and overhead wires upon city-owned property collectively the DLC assets.",i
to manage vegetation on a parcel in the vicinity of the DLC assets and to perform landscaping in the vicinity of the DLC assets at no cost to the City.,i
Motion to approve.,i
Second Discussion: Second Seeing: none.,i
"All those in favor of Bill 1723 please indicate by saying aye, Aye, Opposed Abstentions.",i
Affirmative recommendation.,i
New papers: Bill 1681.,b
"Bill 1681 resolution authorizing the issuance of a warrant payable in favor of the Pennsylvania Municipal League for one year subscription in an amount not to exceed 52,962.",i
24.,i
Motion to approve.,i
Second Discussion- Seeing none.,i
"All those in favor of Bill 1681, please indicate by saying aye- Aye.",i
Affirmative recommendation: Bill 1682.,b
"Bill 1682 resolution providing for the issuance of a warrant in favor of the Pennsylvania Public Utility Commission in the amount of 72,500 for delinquent debts owed by the City of Pittsburgh for 811.",i
damage prevention calls.,i
Second Discussion.,i
Second Discussion Seeing none.,i
"All those in favor of Bill 1682, please indicate by saying aye- Aye.",i
Affirmative recommendation.,i
"Bill 1683 Resolution repealing Resolution 366 of 2019, effective June 14 2019, authorizing the Urban Redevelopment Authority of Pittsburgh to acquire all the city's public housing and residential facilities.",b
"Second Discussion- Abstentions: Aye, Opposed.",i
Abstentions- Opposed.,i
"Opposed, Opposed, Opposed, Opposed, Opposed.",i
"The design and disposition of the property will be designed to acquire all the city's right, title and interest, if any, and into the publicly owned property in the 15th Ward City of Pittsburgh, designated in the deed registry office of Allegheny County as Block 56B, lot 345, Council, District 5, at no cost to the city.",i
Motion to approve.,i
Second Discussion- Seeing none.,i
All those in favor of Bill 1683.,i
"please indicate by saying aye, Aye.",i
Affirmative recommendation.,i
Bill 1684.,b
"Bill 1684 resolution approving execution of a contract for disposition by sale of land Between the URA of Pittsburgh and a Pittsburgh land bank for the sale of block 10 J, lots 259 to 260 in a fifth Ward City of Pittsburgh, Aaron Street, council, district number six, at no cost to the city.",i
motion to approve discussion Seeing none.,i
"all those in favor of bill 1684, please indicate by saying aye, Aye, Aye.",i
affirmative recommendation.,i
bill 1685.,b
"bill 1685 resolution approving execution of a contract for disposition by sale of land between the URA of Pittsburgh and Island Avenue Holdings LLC for the cell of block 21 D, lot 42 a in a 27 Ford of the city of Pittsburgh, Island Avenue, Council, district number two, at no cost to the city.",i
motion to approve second discussion Seeing none.,i
all those in favor of bill 1685.,i
"Please indicate by saying aye, aye.",i
affirmative recommendation.,i
bill 1686.,b
"bill 1686 resolution approving execution of a contract for disposition by sale of land between a URA of Pittsburgh and a Pittsburgh land bank for the seller, block 83 a, lot 48, 11th Ward City of Pittsburgh, North Aiken Avenue, Council, district number nine, at no cost to the city.",i
motion to approve second discussion Seeing none.,i
"all those in favor of bill 1684: bill 1684, bill 1686.",i
"please indicate by saying aye, aye, Aye, Affirmative recommendation.",i
that exhausts our meeting agenda.,i
We do have some meeting announcements.,b
"Next week, council will hold their regular meeting on Tuesday April 15th and their standing committee's meeting on Wednesday April 16th, both at 10 am.",i
