sentence,classification
"bill 1659 resolution authorizing the mayor and the director of the Department of Mobility and Infrastructure, on behalf of the city of Pittsburgh, to enter into an agility agreement with the Pennsylvania Department of Transportation and the Pennsylvania Department of Transportation and the Pennsylvania Department of Transportation for purposes of exchange, documentation and cooperation with respect to provision of in-kind services between both parties at no cost to the city.",i
motion to approve any discussion.,i
one question just out of curiosity.,i
I'm just curious what agility agreement is.,i
why'd you ask the NFL?,i
"that's what they're doing in the NFL, don't they?",i
why'd you ask the NFL?,i
"that's what they're doing in the NFL, don't they?",i
"this is the director Lucious, hopefully.",i
"just one quick question, I'm just just out of curiosity.",i
"Kim Lucas, director for the city of Pittsburgh's Department of Mobility and Infrastructure.",i
the agility agreement is a no-cost agreement between us and PennDOT that just tracks things that we basically borrow from them.,i
"so in this instance, sometimes we need to use their crash vehicle to help protect the work that we're doing in the right-of-way, and there are sometimes a lot of times we're not able to pay for the work that we're doing in the right-of-way, and there are sometimes a lot of times we're not able to pay for the work, that they need some assistance of that type from us and so this is just a way to not have to pay each other but instead to track sort of what we're borrowing.",i
"thank you, thank you.",i
any further discussion if not all those in favor say aye.,i
any opposed affirmative recommendation?,i
"I actually want to go back and I apologize because I didn't see this until just now, but I got a note from Patrick Cornell regarding the ability to pay for the work that they're doing in the area and I'm going to go back and I apologize because I didn't see this until just now, but I got a note from Patrick Cornell regarding bill 1675 and councilwoman Strasburgers in the finance, which is regarding councilman's bill to sponsor, which councilman Wilson sponsored a land sale but the real estate team was unaware the parcel was struck from her November resolution and he couldn't immediately tell if it went through the full process again and he wants time to make sure that everything is done by the book with councilman Wilson.",i
"he's not against it, he just wants to make sure all I's are dotted and T's are crossed.",i
"so if someone wants to make sure that they're not in the way of the plan, then he's not going to be able to get a motion to reconsider the bill 1675 so moved.",i
"second, all those in favor say aye, aye.",i
and he's asking for a one-week cold to meet with councilman Wilson to make sure everything is appropriate.,i
"so can we make, make a go, make a motion over one week.",i
"second, all those in favor say aye.",i
any opposed bill be held for one week.,i
thank you all.,i
that takes us to the end of our agenda.,i
we do have meeting announcements.,b
"this afternoon, with sessions at 2 and 3, council will hold a briefing with stout or an affordable housing strategies for Pittsburgh.",i
"then on Thursday April 3rd, with sessions at 2 and 3, council will hold a briefing to discuss the conflict of interest policy for public service grant selection process.",i
then next week council will hold our regular meeting on Tuesday April 8th and our sending community meeting on Wednesday April 9th at 10 am.,i
"as you register to speak at these meetings and hearings, please for the signup form on accounts meeting web page by the deadline.",i
"you may also call the clerk's office at 4: 1, 2, 2, 5, 5, 21, 38.",i
is there anything for members?,i
"if no, then we will be back with the next meeting on Tuesday, April 8th, at 10 am.",i
"councilman Wilson, I mean mostly.",i
"excuse me, I just wanted to mention- I know there's been a lot of talk about the proposed 35% cuts at PRT and just let the public know that the public comment period has opened as of the 31st of March and is open until June 18th.",i
"so I strongly encourage anyone who's concerned, as a rider, as a stakeholder, to ensure that your voice is heard and that your voice is heard.",i
"there's also meetings coming up on April 29th and June 12th at the David Lawrence Convention Center and those meetings are going to run from 9 am to 1 pm and 3 pm to 7 pm, and then on May 6th, at Soldiers and Sailors Hall, there also will be a hearing from 9 am to 1 pm and 3 pm to 7 pm.",i
"so again, I just encourage the public to make their voices heard, as we, as I mentioned before, you know we are, you know, considering, you know, the comprehensive plan and many zoning and planning policies that require a robust public transit system.",i
we talk about transit oriented development and other policy issues.,i
so it's important that we have a robust system.,i
so I ask everyone to let your voice heard so that eventually we may all have to get on a bus to Harrisburg or something like that so we can get that same allotment of money that Philadelphia got last year to protect their public transportation system.,i
so I just wanted to mention that because this is the first week that the public comment has opened up.,i
"one more time we would like allovment of money to be spent because we talked to senators in about two weeks and the actual other, leb Proselyto's president, not, thank you, critical, important issue for us, anything else.",i
"if not, we need a motion to excuse the absent members, approve the minutes and adjourn the meeting.",b
so move.,i
an Hobby above the Minutes.,i
so moved.,i
All in favor.,i
"say aye, Aye, We Are Adjourned, Thank you.",i
