sentence,classification
So I just thank you for the work that you do.,i
Housing is a human right.,i
"We hear that a lot these days, but what do we mean when we say that?",i
What comes after the slogan?,i
"Yes, stable housing is the most important prerequisite for us to thrive and build a decent life.",i
"But deeper than that, housing is one of our most basic survival needs.",i
"The things that we all need to survive aren't conveniences, They aren't gifts, They're essentials.",i
Controlling access to housing is a powerful tool to keep people away from opportunity.,i
"Mayor David Lawrence understood this When, in 1958, he signed the Fair Housing Practices Ordinance for the city of Pittsburgh and entrusted the Human Relations Commission with enforcing those practices.",i
"President Johnson understood this 10 years later when he signed the Civil Rights Act of 1968, And this is still understood today by those in Washington, in Harrisburg and here in the city who want to frustrate the city and overcome the AKD, the mission of fair housing advocates, and end equal access to housing.",i
President Johnson's signature on the Fair Housing Act capped a decade of work from Dr Martin Luther King Jr.,i
It was signed into law one week after Dr King's death and the demonstrations ensued.,i
"We should be reminded of the high price paid for equality and fairness in housing And in a way, we are reminded of that now.",i
Today we stand against efforts unseen for decades to attack and undermine basic fair housing rights.,i
"We choose to stand with those who came before, who fought, suffered and, yes, died to establish the right of fair housing, regardless of race, religion, sex, sexual orientation or any other circumstance that is beyond their control.",i
"Today is a reminder of our commitment, And so I thank City Council and Mayor Ganey for your dedication, for your recognition and for having us here today.",i
"Thank you, Yeah, so we've got with us today our Deputy Director, Christopher Solt, a Senior Investigator, Lauren Law, Senior Investigator David Elwood and Senior Investigator Rita Porterfield- Absolutely All members.",i
"Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you.",i
I think we're going to be taking questions.,i
We hope you have your questions raised.,i
We will move on to the next item of questions.,i
"Thank you, Mrs Johnson.",i
"G restored police officer for visual as a model to understandable, letting us talk about gameplay in which we have no general consideration from the level of individual knowledge that they can give from a community perspective.",i
"So just some closing thoughts and last but certainly not least, councilman mosley, oh yeah, can mr cooper and and your guests can come up as well.",b
this proclamation is a real treat.,i
"you know, i grew up, you know, hearing many stories about the great chuck cooper in my household.",i
my father served in the navy in california with mr cooper as well as played a lot of basketball with mr cooper when they both came back to pittsburgh and i was at pittsburgh when mr cooper went to attend duquesne university and my father was at the university of pittsburgh and obviously mr cooper had the best team.,i
i think he played for the center avenue wide.,i
my dad played for the collegians.,i
this was back in in the in the early 50s.,i
"so when me and and mr cooper got to meet about about two years ago, it was really a treat because it was almost like we grew up together, even though we had never met, because my father shared so many stories, and thank you so much for setting up the interview and for being here and for being here and for being here and for being here.",i
i'm actually pretty proud of the fact that we could have an interview with the national basketball association when they came to town a few months ago and allowed my father to share his personal stories of the time that he spent with mr cooper and then allowed me to talk about the kind of historical significance of of mr cooper and what he means to the city of pittsburgh.,i
"what he needs means the game of basketball, and i look at this as today is really the beginning of a year-long celebration to the great milestone that began 75 years ago on friday.",i
"so Whereas Charles Henry Cooper, born September 29th 1926 to Daniel and Emma Cooper in Pittsburgh, PA Charles, affectionately known as Chuck, was a proud graduate of Westinghouse High School class of 1944, After graduation Chuck briefly played a semester of college basketball at West Virginia State College, now University, before his service in the US Navy during World War II, And whereas after serving in the US Navy, Mr Cooper enrolled at Duquesne University where he started all four years and set the school record for total points of 990 points in one season Mr Cooper's team had a 78-19 record and was invited to the then prestigious National Invitational Tournament twice.",i
"And whereas on April 25th 1950, Mr Cooper became the first African American ever drafted into the National Basketball Association and was drafted by the Boston Celtics.",i
"He was the first African American to be drafted into the National Basketball Association, led by owner Walter Brown and coached by the legendary Red Auerbach, and was the teammate of the great Bob Cousy, among many others, Mr Cooper played a total of 409 NBA games, scoring 2,725 points, 2,431 rebounds and 733 assists.",i
"And very recently, and long overdue, Mr Cooper was enshrined in the National Basketball Hall of Fame in Springfield, Massachusetts.",i
"Now, in his assessment of his current career, Mr Cooper- careless of course because he was thinking about the World Cup in principio- was finally summoned to the plötzlich and shocking surging ihn.",i
"in the Dd of 1995, Nielsen These victory mentioned a punchline to indicate who he was and why.",i
Peter King peace Speaker.,i
the facts: It was unclear and most honest in history for Mr Cooper'setta.,i
junto.,i
"beautiful city, Pittsburgh has hereby respect and isn't recognized and congratulate Charles Chuck Cooper for his commitment to community, serving his country, shattering racial barriers as well as barriers here in the City of Pittsburgh Is after his basketball career.",i
"after a basketball career, he worked in the banking industry, locally as an executive and was theınd game department head.",i
"so again, you know his trailblazing.",i
history goes far beyond the hard court into the halls of corporate america as well as city government.,i
"so be it further resolved that the council of the city of pittsburgh does hereby declare friday, april 25th 2025 to be charles chuck cooper day in the city of pittsburgh.",i
may we have a motion so move second.,i
"all those in favor say aye, aye, congratulations.",i
thank you so much.,i
you know to have a day recognized and my father honor is just a tremendous accomplishment.,i
"and i just can't thank councilman mosley enough for not only his, his great work and leadership in the city of pittsburgh, but he's a big supporter of the chuck cooper foundation and council president lavelle, we have a history as well.",i
"the house that i grew up in was purchased by, was purchased from the vale real estate, his family's business back in the day.",i
"so i heard, heard his name a lot, my household and it ended up being connected to this council body.",i
it was back in 1970 when my father became the first black city department director.,i
it needed approval of city council.,i
so i feel connected to each and every one of you and thank you for your hard work.,i
public officials don't get as much credit as you deserve for what you put in.,i
it's a sacrifice to not only you but the people who are involved in the city of pittsburgh and the city of pittsburgh and the city of puerto rico.,i
"so i want to thank you, you for your hard work and dedication.",i
"it was 1950, april 25th, in a smoke field room in in chicago, illinois, it was boston turn the pick.",i
"it was in the second round but it was the 13th overall pick and walter brown, the owner of celtics, stood up and said boston takes chuck cooper, the all-american, out of duquesne university.",i
"and when the owner said you can't take him, he's colored- i think he used a different word, but at least that's how i was reported today.",i
and walter brown was the first black city department executive of the city council in the city of puerto rico and he was a real affluent man.,i
he was the first black city department and he was the first black city department and he was the first black mayor of puerto rico and he was a former mayor of puerto rico and he was the first black.,i
"And Walter Brown said: I don't give a damn If he's straight, poke it out or play it, Boston takes Chuck Cooper And the rest was history.",i
"And he went on and had a great rookie season with the Boston Celtics, made the all-rookie team, was in contention for rookie of the year and really enjoyed his time in Boston, Came back to Pittsburgh, like Councilman Moseley said, continued to break barriers in city government and also at Pittsburgh National Bank.",i
But back in those days it wasn't easy.,i
He actually only stayed in his department as director of Parks and Recreation for a little over a year.,i
That was reported in Pittsburgh paper.,i
They asked him why he resigned.,i
"He said: listen, I've been the first on a few occasions, but never once have I been a token and I won't start now.",i
"But one thing he did accomplish was he had East Hills Park, which is probably one of the most beautiful community parks, finished and built up in East Hills.",i
"So he was very proud of that, because the kids up there didn't have anywhere to play.",i
"So I'm really honored to be able to get, And I'm really honored to be able to continue to push his legacy forward through the work of the Chuck Cooper Foundation.",i
I started that organization back in 2013.,i
"Since then we've awarded 400,000 in scholarships and we outreach to thousands of kids to our Beacons of Light outreach program.",i
"That, too, has been a sacrifice.",i
"I thank my beautiful, lovely wife, Shelly Cooper, for being here.",i
I'll never forget.,i
I got laid off in the pharmaceutical industry.,i
She said: what are you going to do now?,i
Are you going to go to a competitor?,i
"I said no, I think I'm going to start a company.",i
"I said, no, I think I'm going to start a company, But I think I've got a foundation from scratch.",i
"So I don't know how we made it, but we got through.",i
"But again, it truly is an honor and a pleasure to be here and to be able to work with young people.",i
"elevate my father's name, And just a couple of quick things that you might not be aware of.",i
"As Constable Mosley said, he got inducted into the Hall of Fame in 2019.",i
"Right now, at Duquesne University, there's actually two buildings on campus named in his honor: UPMC Cooper Fieldhouse.",i
"that you might have heard about, But if you go to the Mary Lemieux statue, caddy corner is the Chuck Cooper building.",i
"and and also, if you're in the NBA or you're in a Western Conference and you win the Pacific Division Championship, you get a beautiful Chuck Cooper trophy.",i
"so I couldn't have done it without some tremendous professionals who helped me grow and develop the Chuck Cooper foundation: people like Tom Rooney, Zach Thomas, Matt Mead, Bob Durda- I could go on and on, but I couldn't do it without their tremendous support.",i
"a law firm, Buchanan, Eggersom, Rooney were tremendous supporters, but I can go on and on, but we get tremendous amount of corporate support.",i
"I got a shout out: UPMC and UPMC, health plan, Highmark and many others, so just I really want to thank you again for this incredible recognition and wish you all the best.",i
thank you so much.,i
I got a couple jerseys.,i
if we could bring them up for a photo out?,i
"yeah, absolutely, yeah, all right, I'd love to take a picture with a Chuck, okay, yeah, members could come up as well.",i
I would love to have them come up.,i
anybody with this guy?,i
"a couple jerseys, oh my god, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, thank you, thank you, I appreciate it.",i
"yeah, mm-hmm, okay, yeah, I love that.",i
"okay, that's it.",i
"yes, cool, thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you, Thank you.",i
"Oh, thank you, Thank you.",i
"My rights have been violated seriously And I'm asking the government to step up, and what I mean by that.",p
"I don't expect you to do nothing for me legally, but I expect you to get me to the right particular department or section that will not have this stuff.",i
continue to go on.,i
"Okay, My right, the rights that have been violated, is my protected right of the workers' compensation act, Okay.",i
"Okay, at the age of 58.",i
"okay, I did everything right, but the company ignored me and fired me illegally.",i
"Okay, they've been trying to cover it up with some systemic, structural, corrupted process And I'm here to actually fight against it.",i
I'm going to continue to fight against it.,i
The fact of the matter is that another right that has been violated is my ADA right and my ADEA right.,i
"Okay, Title 18 has been violated, Section 241, 242.",i
It's a criminal.,i
It's criminal.,i
I've been trying to file a criminal complaint with this and everybody's been ignoring me.,i
"Just like the lady said, there's people who died for our rights.",i
"okay, and it needs to be taken care of.",i
"Okay, I'm here.",i
"I would like to speak with- eventually, after this is over, with Councilman Mosley, because what happened is Joshua Pero has established commissions.",i
"okay, so that our voices can be heard, I need to speak with Joshua Pero.",i
This is ridiculous.,i
The attorneys that represented me housed a conflict of interest.,i
The attorney that represented me works for an insurance company.,i
He did not disclose that information to me.,i
He has a mentality to save as much money as possible in his standard of care.,i
He has a mentality to save as much money as possible in his standard of care And he's not going to give me a chance to speak to him.,i
So I'm going to give him time.,i
I'm going to give him time.,i
So I'm going to give him time.,i
I'm going to give him time.,i
"I don't have all of my evidence presented today, because I figured I was only going to get three minutes.",i
"I don't have all of my evidence presented today, because I figured I was only going to get three minutes.",i
"So I just come here to speak with you And, like I said before I leave, I'd like to speak with Councilmember Mosley in order to get, so he can tell me how I can further get ahold of Joshua Pero or any of my state representatives.",i
"Thank you, Thank you very much.",i
That exhausts our listening audience.,i
"Thank you, Thank you.",i
That exhausts our list of registered speakers.,i
"If there's anyone in chambers wishing to speak, please come forward at this time.",p
"Also, provide your name and neighborhood for the record.",i
"Hi, I'm Bernadette from Beachview.",i
I saw those flyers that came out and I was disgusted with it.,i
"I did the research a couple weeks ago and the backers of Cory O'Connor, as I had stated before, spend a lot too much time in and out of court.",i
I also researched the developers that have backed Mayor Ganey.,i
"The typical docket entries are no lien agreements, which is very common.",i
"if you're a contractor, That's what you expect.",i
Nothing that would jump out at anybody going through the dockets.,i
"Now these attacks- yes, attacks on people who Mayor Ganey may know, or his wife may know, or females, or anything of that nature- kudos.",i
"to him That means he's hiring, or he knows, reputable people that don't spend all their time in dockets.",i
And then you have the docket line at the county.,i
There's a big difference.,i
So what if it's all women?,i
So what if they're friends of the mayor that are reputable and do good work and don't spend all their time in the docket entry line at the prothonotary's office?,i
The mayor has done great things in this city.,i
I look forward to this next debate.,i
It seems like we're no longer Democratic and Republican.,i
"Now there's a third party in there- Trumpsters, And it's just a level that is disgusting, And still to this day.",i
"after I was called a nimby because a lot of Corey's backers are underappreciated, I called him under Sequoiare, which is a defined definition of NIMBY and that indicates nameless people.",i
I had to turn to Mrs May about this.,i
reduces stuff after ladyB0a Energizer to have no plan out who's going to be the mayor.,i
"I had to turn to Mrs May Olson, who takes the lead in this, for having a clean, reputable, not a name calling, not throwing things at each other, just a standout man, thank you.",i
Thank you very much.,i
"next speaker, please?",p
My name is Yvonne F Burns and I live at 715 Mercer Street up in the Hill District.,i
"I wanted to address you, Ms Hardwick.",i
"You brought out about, I think, a picture like this for the housing supposed to be that Mayor Ganey is not taking care of the community like he should.",i
I came down because I saw a picture of where they have Mayor Ganey as black as coal and they're saying about supposed to be money from the affordable housing.,i
"but I thought when to do, though?",i
"even when Luke left, there was questions about that money.",i
"Money was being was missing then, And then, when they changed mayorship, there was actually trucks that were stolen.",i
They disappeared.,i
You didn't hear nothing about that.,i
"but now you all, you're all trying to blame it on Ganey.",i
"I don't care for Ganey, but the truth is this: If you're gonna tell the truth, that's what you do.",i
Don't make it like he's such a sinister man.,i
They made him real black.,i
that's supposed to be?,i
Put fear in you when you're black fear.,i
That's what they did with his picture.,i
I know what they're doing.,i
I've seen it.,i
I went to college.,i
I studied psychology.,i
"I may get up here and you may think that I don't know, but I do know a lot.",i
I went to college.,i
Anytime they had something that was a free class I went to.,i
I wanna know.,i
I wanna know what's happening in the world.,i
I want to be treated the same as everybody else.,i
I wanna make sure that I get what you get.,i
"My children, my grandchildren get the same.",i
I have lived.,i
in July I will be 79 years old.,i
I have lived a long time.,i
I have come down here over 20 something years.,i
"I have watched things, I have learned things.",i
I have learned.,i
I have seen things.,i
I have seen your ways.,i
I have seen you while I'm talking and anybody else.,i
you're talking amongst yourself.,i
"You're on the phone, You're on the computer.",i
The young white girl: when she came up she was a little the same as I am.,i
She came up and she said I wasn't gonna speak.,i
She said: but I watched you And she was angry.,i
"She said: these people come down to speak and you're on your phone, you're on your computers, you're on this, you're on that.",i
Do you understand that?,i
"this woman, this young child- I can't say young child, She's about 17 or 18- But she knows what our civil duty is.",i
Our civil duty is to tell you what we need.,i
You can't know if you don't live in my neighborhood.,i
"You can't know that we don't have transportation to get down to the bottom of the hill, to the hospital.",i
"But when we have a meeting about the police, Ms Gross and the president will make the decision that we have to go to Lawrenceville two buses to be able to speak what we want to say.",i
"But we can take one bus to go right down here, But to speak we gotta come to her neighborhood.",i
Thank you very much.,i
Forgive me.,i
forgive me to do better.,i
Thank you very much.,i
"Thank you, Ms Brown.",i
"Next speaker, please.",p
"Good morning, David Tessitore Banksville.",i
"35 years ago to this morning, an event kicked off at Point State Park with Native American ceremony at daybreak.",i
"By the end of the day, we were told 75,000 people had come to the 20th anniversary of Earth Day.",i
"And this being Earth Day, I made sure I came to speak.",i
In the years I should point out that I was one of the organizers.,i
There were 60 members of the coalition.,i
My organization that I was the executive director of at the time was in charge of all the children's programming.,i
"We sought to call attention to the Earth, celebrate what we had.",i
"In the years since then I have fought most of my time trying to challenge the primary threat to both the city and the natural environment, and that is real estate speculation.",i
"A few years after that we were told that southwestern Pennsylvania had the third highest rate of land consumption in the country, with a continuing decline of population, And that was from suburban sprawl.",i
The number one existential threat to this city is real estate speculation.,i
"Now we've had comment about the mayoral race and the funding being by a lot of real estate speculators, but it goes back a long ways, back to the 1980s when the airport area was designated to be the new central business district.",i
Want to know why the city has been going down?,i
Because many of your predecessors and maybe some of yourselves have made decisions which have enabled that to happen And it's continuing.,i
"Evidently they aren't quite satisfied, so they're dumping lots of money into this mayoral race.",i
"But we have seen This city is the furthest away from its airport, I think, of any of the major cities And I think of the major metropolitan areas, we're the only one not connected by rail, And yet that's supposed to be the new downtown.",i
"So what we have seen happen- I saw it back in the 80s when Volkwines moved out- I said, ah, I see what's happening.",i
"So I do hope, and I hope, to come before you to address more on this issue.",i
but real estate speculation- and the voters will have a chance to speak about that themselves- is the number one existential threat to this city.,i
I thank you.,i
"Thank you, Next speaker, please.",p
"Next speaker, please.",i
Seeing no further speakers.,i
"we'll turn to the presentation of papers, beginning with Councilman Sharland, chair of human resources.",b
"No new papers, Mr President.",i
"Thank you, Councilman Coghill, chair of public safety and wellness.",b
"No new papers, Mr President.",i
"Thank you, Councilman Gross, chair of innovation, performance, asset management and technology.",b
"Mr President, Thank you, Thank you.",i
"Thank you, Councilwoman Gross.",b
"presents bill number 1746 resolution authorizing the mayor and the director of the Department of Public Works to enter into an agreement, agreements and or amendments with Liv Barn and or with Team Pittsburgh ball hockey for the purpose of Team Pittsburgh live streaming deck hockey games held at the deck hockey rink in Marmaduke Park at no cost to the city.",b
"Mr President, Mr McGrath, yes.",i
"mr President, I'd like to offer a motion to waive rule eight So this bill can appear on tomorrow's Standing Committee agenda.",i
"second, although that favor, say aye, aye, any opposed.",i
bill 1746 will be on tomorrow's Standing Committee agenda.,i
"That takes us to councilman Mosley, chair of intergovernmental educational affairs.",b
"Thank you, Mr President.",i
"Thank you, Councilman Mosley presents bill number 1747 resolution adopting plan revision to the city of Pittsburgh's official sewage facilities plan for 7415 Hermitage Street at no cost to the city.",b
"And councilman Kale Smith, chair of recreation, youth and senior services.",b
"no new papers, mr President, Okay, and councilman Strasburg, a chair of finance and law.",b
"It's my own, It's mine.",i
"Thank you, Mr President.",i
Councilperson Strasburg a presents bill number 1748.,b
Councilperson Strasburg a presents bill number 1748 Resolution authorizing the issuance of a warrant in favor of the new Pittsburgh Coyier doing business as real times Inc.,i
"for legal advertisements published on February 5th 2025 in connection with the city of Pittsburgh, quiet title actions for an amount not to exceed six thousand one hundred fifty eight dollars in thirty cent.",i
and.,i
"bill number 1749 resolution authorizing eleven open end professional service agreements with five vendors to provide professional services on an on-call basis, as required related to special events services is needed by The various departments of the city of Pittsburgh, each agreement being at an amount not to exceed seven hundred and fifty thousand dollars annually for a three-year term and providing for funding of the cost thereof.",b
And.,i
"councilwoman Warwick, chair public works and infrastructure.",b
"Thank you, mr President.",i
"Councilwoman Warwick presents bill number 1750 resolution authorizing the directors of the departments of finance and mobility and infrastructure to take actions necessary for record ation of temporary construction easements over certain city-owned parcels in order to advance a project for rehabilitation, reconstruction and repair of the Smithfield Street in the city of Pittsburgh, at no cost to the city.",b
"bill 1751 resolution authorizing the mayor and the director of the Department of Public Works and or the director of the Department of Finance to enter into an agreement, agreements in or amendments with River life for the purpose of allowing access to the river lights barge from the Allegheny landing dock, at no cost to the city.",b
"bill 1770 or And supplementing the Pittsburgh code, title six, conduct.",b
"article one- regulated rights and actions, chapter 609, weeds in grass by creating a new section- six, oh nine, oh eight- managed natural landscapes, to allow for the planting and maintenance of managed natural landscapes by residents.",i
"and bill number 1771 ordinance amending the Pittsburgh City Code, title 10, building.",b
"chapter 10 oh four- international property maintenance code- adoption- section 10 oh 402- changes specified to allow for the planting and maintenance of managed natural landscapes by residents In councilman Wilson, chair of land use economic development.",i
"Thank You, mr President.",i
"Thank you And thank you, Councilwoman.",i
"Councilman Wilson presents bill number 1752 resolution providing for the designation as a historic structure under title 11 of the Code of Ordinances that certain structure known as Donnie's place, located at 1226 Heron Avenue in the Polish Hill neighborhood in the fifth board city of Pittsburgh.",b
the owner of the property does not support the nomination and there is no cost to the city.,i
"and bill number 1753 resolution authorizing the mayor and the director of the Department of City Planning to enter into an agreement, agreements and or amendments with the Museum of contemporary art For the purpose of loaning the city owned Stephen Foster statue Tomoka at no cost to the city.",b
Eight papers begin with the appointments.,i
Council president Lavelle presents bill number 1754 resolution.,b
appointment of Audra Mitchell as a member of the Gender Equity Commission with the term to expire April 1st 2028.,i
bill 1755 resolution.,b
appointment of Terry Minor Spencer As a member of the gender Equity Commission with the term to expire April first 2020.,i
a bill number 17 56 Resolution: appointment of Nicole Turing as a member of the Gender Equity Commission for the term to expire April 1st 2020.,b
"eight and bill number 1757 resolution: appointment of Crystal Guamilua with a min, as a member of the Gender Equity Commission with the term to expire April 1st 2028.",b
we'd a motion to interview or to approve motion to interview.,i
"all those in favor say aye, aye.",i
any opposed: we'll hold.,i
we'll get all the interview scheduled.,i
"next we have three communications: bill number 1758 communication from Jake Pollack, director of office of management and budget, submitting City Council the attached status update from the grants office for the week ended April 18- 2025.",b
"bill number 1759 communication from Rachel Heisler, city controller, submitting a summary worksheet highlighting premium pay budget use in the first quarter of 2025, dated April 11th 2025.",b
"and bill number 1760 communication from Jake Pollack, director of the office of management and budget, submitting acting pay requests on behalf of the Department of mobility and infrastructure for Zachary workmen and Michael panzita heard that acting pay policy revised in June 2020- 2018.",b
"we need a motion to read, receive and file.",i
"all those in favor say aye, aye, thank you.",i
and we have one sponsored bill and bill number 1772 resolution amending and supplementing the rules of council to provide for the contingent presiding officers over regular meetings of Council in the event of absences.,b
thank you very much.,i
"that will now move us on to reports for committee for final action, beginning with Councilwoman Erica Stroslam, responsible significance president.",b
"thank you, councilpersons.",i
Strasburg represents a report at a committee on YEAR o'clock- ORFR p4d 16- 2025 with an affirmative recommendation.,b
bill number 1634 resolution repealing an item in resolution number 520 2010.,b
twenty-two year'thining study.,i
"the minister very muchounding this bill to find out what on their account, as with we item in resolution number 512 of 2020: 2022, we Evil diversion waiting asek 'airi, ny.",i
"basically, we repeat this and I appreciate if you did.",i
"please destroy so that this question is read: beings seat, but thumbs down to this position.",i
please don't point 2022.,i
"effective date: September 23rd 2022, in order to rescind the sale.",i
"bill 1709 resolution authorizing the issuance of a warrant in favor of Angelina pre or and her attorneys, contos, menjean, Killian and Hassan, for a single payment in 2025 in an amount not to exceed eighty thousand dollars in full and final settlement of litigation filed in the Allegheny County Court of Common, please.",b
"bill 1710 resolution authorizing the issuance of a warrant in favor of Gladys Sanchez in an amount not to exceed eight thousand three hundred and one dollars and 36 cent over one year, in full and final settlement of a claim for damage to her vehicle from an accident with the city police vehicle or.",b
December 17th 2024.,i
"bill 1711 resolution authorizing the execution of quick claim deeds conveying all of the city's right, title and interests in into the city owned properties located in a twelfth ward of the city and Designated in the deed registry office of Allegheny County is block and lot 124, n.",b
"282, 283, 288, 290, 291, 292, 293, 124, P, 96, 125, B, 128, 129, 130, 131, 132, 134.",i
to Larmor consensus group through the Pittsburgh Land Bank for Considerations set forth.,i
hearing relating to the full and final settlement of cases filed in the Allegheny County Court of Common.,i
"please, you have heard the report of the allegheny county court of common pleas: Mr Scharland, Mr Walsh, Mr Wilson, Mr Wilson, Mr Jones, Mr Kline, Mr Hinton, Mr Kline, Mr Ellison, Mr Smith, Mr Strassberger, Mr mr Lavelle.",i
"president, aye, nine, ayes, zero noes.",i
the bill have received a lead required numbers.,i
votes is passed finally.,i
that takes us to councilman Anthony Coghill presenting the committee of public safety and wellness.,b
"thank you, mr president.",i
"thank you, councilman Coghill.",i
presents bill number 1741 reported a committee on public safety and wellness for April 16- 2025 with an affirmative recommendation.,b
"bill 1703 resolution authorizing the mayor, the director of the Office of Management and Budget and the director of the Department of Public Safety to enter into an agreement or agreements with the county of Allegheny for the purpose of receiving grant funds from the 2023 national sexual assault kit initiative grant, and it amount not to exceed thirty seven thousand dollars to support overtime for PBP detectives for the investigation of old sexual assault cases, the purchasing of materials to properly furnish a soft interprew room for the public safety and wellness committee and the public safety committee for the Pittsburgh Bureau of Police and participation and approved training opportunities.",b
you've heard the reading entitled the bill.,i
is there any discussion?,i
"seeing none, the bill is now right for final action.",i
all in favor of passage of the bill.,i
vote aye when the name is called.,i
"those opposed will vote no, but the clerk.",i
please take the role.,i
"Mr Sharland, Mr Coghill, Miss gross.",i
"aye, Mr Moslie.",i
"aye, Mrs Kilsmith.",i
"aye, Mrs Strasberger.",i
"aye, Mrs Warwick.",i
"Aye, Mr Wilson.",i
"Aye, Mr Lavelle.",i
President.,i
"Aye, Nine ayes, zero noes.",i
The bill has received the required number of votes.,i
It is passed.,i
finally.,i
"That takes us to Councilwoman Barbara Ward, presenting the Committee of Public Works and Infrastructure.",b
"Thank you, Mr President.",i
"Councilwoman Ward presents Bill No 1742, reported to Committee on Public Works and Infrastructure for April 16- 2025, with an affirmative recommendation.",b
"Bill 1712 resolution authorizing the Mayor, the Director of the Office of Management and Budget and the Director of the Department of Mobility and Infrastructure to apply for grant funding from the Pennsylvania Department of Conservation and Natural Resources Community Conservation Partnerships Program to provide funding for the rehabilitation of Emerald View Trail Project.",b
"the grant proposal and, Mr Lavelle, the bill includes an ask of 250,000 with a match of 250,844.",i
"42 from the City of Pittsburgh's capital budget for a total project cost of 500,844.",i
42 for this stated purpose.,i
You've heard the reading and entitled of the bill.,i
Is there any discussion?,i
"Seeing none, the bill is now ready for final action.",i
All in favor of the passage of the bill.,i
vote aye.,i
"When the name is called, those opposed will vote no.",i
Will the clerk please take the roll?,i
Mr Sharland.,i
Aye.,i
Mr Coghill.,i
"Aye, Ms Gross.",i
"Aye, Mr Mosley.",i
"Aye, Mrs Killsmith.",i
"Aye, Mrs Strasburger.",i
"Aye, Mrs Warwick.",i
"Aye, Mr Wilson.",i
"Aye, Mr Lavelle.",i
"President, Aye, Nine ayes, zero, noes.",i
The bill has received the required number of votes.,i
It is passed.,i
"finally, And that takes us to Councilman Bobby Wilson, presenting the Committee of Land Use and Economic Development.",b
"Thank you, Mr President.",i
Thank you.,i
Councilman Wilson presents Bill number.,i
"Bill number 1743, reported to Committee on Land Use and Economic Development for April 16- 2025 with an affirmative recommendation.",b
"Bill 1738 ordinance amending the Pittsburgh Code of Ordinances, Title V, Traffic, Article 7, Parking, Chapter 549.",i
Residential Parking Permit Program to clarify the regulations for posting of signage.,i
"Bill 1739 resolution amending Resolution 98 of 2017 providing for the implementation of a Residential Permit Parking Program Area KK into Southside Flats to expand the streets pursuant to Pittsburgh City Code, Chapter 549.",b
You have heard the reading and title of the bill.,i
Is there any discussion?,i
Seeing none.,i
the bill is not ready for final action.,i
All in favor to pass the bill.,i
"while aye for name is called, Those opposed will vote no.",i
Will the clerk please take the roll?,i
Mr Sharland.,i
Aye Mr Coghill.,i
Aye Ms Gross.,i
Aye Mr Mosley.,i
Aye Mrs Kale-Smith.,i
Aye Mrs Strasberger.,i
Aye Mrs Warwick.,i
Aye Mr Wilson.,i
Aye Mr Lavelle.,i
"President Aye Nine ayes, zero noes.",i
"The bill, having received the required number of votes, is passed.",i
"finally, Councilwoman Gross.",i
"Yes, Mr President, Do you mind if I register aye votes for the remaining bills?",i
"Thank you, Thank you.",i
"This moves us to Councilwoman Teresa Kale-Smith, presenting the Committee of Recreation, Youth and Senior Services.",b
"Thank you, Mr President.",i
Thank you.,i
"Thank you, Councilwoman Kale-Smith.",i
presents Bill number 1744.,b
"Reporter to Committee on Recreation, Youth and Senior Services for April 16- 2025, with an affirmative recommendation.",i
Bill 1707 Resolution authorizing the Mayor and the Director of Parks and Recreation to enter into a sponsorship agreement with Dollar Bank for Cinema in the Park at no cost to the City.,b
And.,i
Bill 1708 Resolution authorizing the Mayor and the Director of Parks and Recreation to enter into multiple sponsorship agreements enumerated herein for the Richard S Calgary Great Voice.,b
You have heard the reading and title of the bill.,i
Is there any discussion?,i
Seeing none.,i
the bill is now ready for final action.,i
All in favor of the passage of the bill.,i
vote aye.,i
When the name is called.,i
those opposed will vote no.,i
Will the clerk please take the roll?,i
Mr Sharland: Aye.,i
Mr Coghill Aye.,i
Mr Mosley: Aye.,i
Mrs Kale-Smith: Aye.,i
Mrs Strasburger: Aye.,i
Mrs Warwick: Aye.,i
Mr Wilson.,i
Aye.,i
"Mr Lavelle, President, Aye, Nine ayes, zero noes.",i
"The bill having received a legal court, number of the vote is passed.",i
"finally And finally, Councilman Kari Mosley, presenting the Committee of Intergovernmental Educational Affairs.",b
"Thank you, Mr President.",i
"Thank you, Councilman Mosley.",i
"presents Bill No 1740, Reported a Committee on Intergovernmental and Educational Affairs for April 16th 2025, With an Affirmative Recommendation.",b
"In painted happy representations, The oil bill.",i
"ok, through is Se, Audrey.",i
one thank hebt are three: ad costs to the city.,i
"Bill 1706 resolution approving and authorizing the mayor, the director of the Department of Finance and the director of the Department of Public Works, on behalf of the city of Pittsburgh, to enter into an agreement or agreements with the Allegheny County Sanitary Authority to provide permanent easements for subterranean tunnels through nine parcels of city-owned properties currently identified as Allegheny County parcel lots and to accept payment, therefore in the amount of 8,200.",b
You've heard the reading and tell the bill.,i
is there any discussion?,i
"Seeing none, the bill is now ready for final action.",i
All in favor of the passage of the bill.,i
vote: aye.,i
Her name is called.,i
Those opposed will vote no.,i
Will the clerk please take the roll?,i
"Mr Sharland, Aye.",i
"Mr Coghill, Aye.",i
Mr Mosley Aye.,i
Mrs Kale-Smith: Aye.,i
"Sorry, I was wondering why.",i
